a,b,c,d,total_with_term,odds_ratio,fold_enrichment,p_value,mp_term_id,mp_term_name,top_level_mp_id,top_level_mp_name,p_adjusted,significant,classification,procedures,classification_reason
14,119,606,5810,620,1.127936323044069,1.1118845500848897,0.3791466014605051,MP:0000689,abnormal spleen morphology,MP:0005387,immune system phenotype,0.4433098724768983,False,independent,BCMLA_OWT_001; HMGULA_IMM_001; HMGULA_PAT_002; HRWLLA_OWT_001; HRWLLA_PAT_002; HRWL_OWT_001; IMPC_IMM_001; IMPC_OWT_001; IMPC_PAT_002; MGP_IMM_001; RBRCLA_OWT_001; RBRCLA_PAT_002; TCPLA_OWT_001; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
1,132,25,6391,26,1.9366666666666668,1.8938692886061306,0.41402978003349833,MP:0013701,abnormal mature B cell number,MP:0005387,immune system phenotype,0.4804009661457385,False,independent,ESLIM_018_001; HMGULA_IMM_001; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,28,6388,29,1.7283549783549783,1.6979517759917035,0.4491519383826144,MP:0000706,small thymus,MP:0005387,immune system phenotype,0.5133165010087022,False,independent,HRWLLA_PAT_002; IMPC_PAT_002; TCPLA_PAT_002; UCD_OWT_001,default
1,132,28,6388,29,1.7283549783549783,1.6979517759917035,0.4491519383826144,MP:0013772,increased effector memory T-helper cell number,MP:0005387,immune system phenotype,0.5133165010087022,False,independent,CCP_IMM_001; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
1,132,32,6384,33,1.5113636363636365,1.4921394395078607,0.49275148774294597,MP:0008040,decreased NK T cell number,MP:0005387,immune system phenotype,0.554801675088354,False,independent,CCP_IMM_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,32,6384,33,1.5113636363636365,1.4921394395078607,0.49275148774294597,MP:0008195,abnormal professional antigen presenting cell morphology,MP:0005387,immune system phenotype,0.554801675088354,False,independent,HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001,default
2,131,80,6336,82,1.2091603053435114,1.2009902805794976,0.4993435011136598,MP:0013762,abnormal effector T cell number,MP:0005387,immune system phenotype,0.5580897953623256,False,independent,CCP_IMM_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,40,6376,41,1.2075757575757575,1.2009902805794976,0.5699370629178278,MP:0012360,abnormal large unstained cell number,MP:0005387,immune system phenotype,0.6323389311205097,False,independent,HRWLLA_HEM_002; IMPC_HEM_002; RBRCLA_HEM_002,default
1,132,47,6369,48,1.0265957446808511,1.0258458646616542,0.6278386451185106,MP:0008036,abnormal NK T cell morphology,MP:0005387,immune system phenotype,0.686557367323839,False,independent,CCP_IMM_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,47,6369,48,1.0265957446808511,1.0258458646616542,0.6278386451185106,MP:0008038,abnormal NK T cell number,MP:0005387,immune system phenotype,0.686557367323839,False,independent,CCP_IMM_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
17,116,879,5537,896,0.9231591542112902,0.9342524838882923,0.6582441582122949,MP:0002722,abnormal immune system organ morphology,MP:0005387,immune system phenotype,0.714665086059063,False,independent,BCMLA_OWT_001; HMGULA_IMM_001; HMGULA_PAT_002; HRWLLA_OWT_001; HRWLLA_PAT_002; HRWL_OWT_001; IMPC_IMM_001; IMPC_OWT_001; IMPC_PAT_002; KMPCLA_PAT_002; MGP_IMM_001; RBRCLA_OWT_001; RBRCLA_PAT_002; TCPLA_OWT_001; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
4,129,227,6189,231,0.8454051838950927,0.8526511082902061,0.696450786768179,MP:0002364,abnormal thymus size,MP:0005387,immune system phenotype,0.7507838268706609,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
4,129,232,6184,236,0.826516974071104,0.8345864661654135,0.7124540403183632,MP:0000703,abnormal thymus morphology,MP:0005387,immune system phenotype,0.762626860059093,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
3,130,204,6212,207,0.7027149321266968,0.7136319058515855,0.7978751736417706,MP:0000709,enlarged thymus,MP:0005387,immune system phenotype,0.8480910936611827,False,independent,HMGULA_PAT_002; IMPC_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
8,125,494,5922,502,0.7672226720647773,0.7847107809364047,0.8103140800029598,MP:0002224,abnormal spleen size,MP:0005387,immune system phenotype,0.8497485706200852,False,independent,BCMLA_OWT_001; HMGULA_PAT_002; HRWLLA_OWT_001; HRWLLA_PAT_002; HRWL_OWT_001; IMPC_OWT_001; IMPC_PAT_002; RBRCLA_OWT_001; RBRCLA_PAT_002; TCPLA_OWT_001; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
6,127,383,6033,389,0.7441870027343188,0.7594951388754663,0.8106154127625813,MP:0000691,enlarged spleen,MP:0005387,immune system phenotype,0.8497485706200852,False,independent,HMGULA_PAT_002; HRWLLA_OWT_001; HRWLLA_PAT_002; HRWL_OWT_001; IMPC_OWT_001; IMPC_PAT_002; RBRCLA_OWT_001; RBRCLA_PAT_002; TCPLA_OWT_001; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
2,131,152,6264,154,0.6291683406990759,0.6394883312176546,0.8255113638021396,MP:0000692,small spleen,MP:0005387,immune system phenotype,0.8589714682954795,False,independent,BCMLA_OWT_001; HRWLLA_OWT_001; HRWL_OWT_001; IMPC_OWT_001; IMPC_PAT_002; TCPLA_OWT_001; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
1,132,85,6331,86,0.5642602495543672,0.5725651337646441,0.8307158278910229,MP:0004952,increased spleen weight,MP:0005387,immune system phenotype,0.8589714682954795,False,independent,HRWLLA_OWT_001; HRWL_OWT_001; IMPC_OWT_001; RBRCLA_OWT_001; TCPLA_OWT_001; UCD_OWT_001,default
5,128,359,6057,364,0.6590572771587744,0.6763818887879038,0.8698322711743222,MP:0002339,abnormal lymph node morphology,MP:0005387,immune system phenotype,0.8933412514763309,False,independent,HMGULA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
1,132,108,6308,109,0.4424803591470258,0.4517486376491688,0.8951525065864767,MP:0004951,abnormal spleen weight,MP:0005387,immune system phenotype,0.913175711417077,False,independent,BCMLA_OWT_001; HRWLLA_OWT_001; HRWL_OWT_001; IMPC_OWT_001; RBRCLA_OWT_001; TCPLA_OWT_001; UCD_OWT_001,default
4,129,337,6079,341,0.5593356796172337,0.5776023636804621,0.9219498965564401,MP:0000702,enlarged lymph nodes,MP:0005387,immune system phenotype,0.9312286829540949,False,independent,HMGULA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
4,129,340,6076,344,0.5541267669858642,0.5725651337646441,0.9251021784609759,MP:0000701,abnormal lymph node size,MP:0005387,immune system phenotype,0.9312286829540949,False,independent,HMGULA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
11,122,792,5624,803,0.6402550091074681,0.6745287877227315,0.9461089381854603,MP:0002221,abnormal lymph organ size,MP:0005387,immune system phenotype,0.9461089381854603,False,independent,BCMLA_OWT_001; HMGULA_PAT_002; HRWLLA_OWT_001; HRWLLA_PAT_002; HRWL_OWT_001; IMPC_OWT_001; IMPC_PAT_002; RBRCLA_OWT_001; RBRCLA_PAT_002; TCPLA_OWT_001; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
9,124,88,6328,97,5.219208211143695,4.568715603441594,0.0001413102216761386,MP:0001926,female infertility,MP:0005389,reproductive system phenotype,0.0026848942118466333,True,independent,IMPC_FER_001,default
9,124,88,6328,97,5.219208211143695,4.568715603441594,0.0001413102216761386,MP:0003699,abnormal female reproductive system physiology,MP:0005389,reproductive system phenotype,0.0026848942118466333,True,independent,IMPC_FER_001,default
11,122,241,6175,252,2.3102169920413576,2.149391335481561,0.01315113054156417,MP:0001925,male infertility,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,IMPC_FER_001,default
11,122,241,6175,252,2.3102169920413576,2.149391335481561,0.01315113054156417,MP:0003698,abnormal male reproductive system physiology,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,IMPC_FER_001,default
12,121,279,6137,291,2.181462721052164,2.0305402681962637,0.014821846352203866,MP:0001919,abnormal reproductive system physiology,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,IMPC_FER_001,default
12,121,279,6137,291,2.181462721052164,2.0305402681962637,0.014821846352203866,MP:0001924,infertility,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,IMPC_FER_001,default
12,121,279,6137,291,2.181462721052164,2.0305402681962637,0.014821846352203866,MP:0002161,abnormal fertility/fecundity,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,IMPC_FER_001,default
23,110,698,5718,721,1.7128679343579056,1.5707820174569573,0.0181818106354625,MP:0002160,abnormal reproductive system morphology,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_CSD_002; IMPC_CSD_003; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; M-G-P_026_001; MGP_CSD_001; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
18,115,512,5904,530,1.804891304347826,1.6723223152220175,0.020582291411971605,MP:0009205,abnormal internal male genitalia morphology,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
18,115,515,5901,533,1.7934655972984381,1.6629096192639197,0.02166340350510747,MP:0001145,abnormal male reproductive system morphology,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_CSD_002; IMPC_CSD_003; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; M-G-P_026_001; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
18,115,515,5901,533,1.7934655972984381,1.6629096192639197,0.02166340350510747,MP:0009198,abnormal male genitalia morphology,MP:0005389,reproductive system phenotype,0.07483721210855308,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_CSD_002; IMPC_CSD_003; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; M-G-P_026_001; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
16,117,452,5964,468,1.8044020875879283,1.683439367649894,0.027013643373938783,MP:0013325,abnormal male reproductive gland morphology,MP:0005389,reproductive system phenotype,0.08554320401747283,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
17,116,503,5913,520,1.722783985740728,1.6097888953152113,0.03340933047304653,MP:0000653,abnormal sex gland morphology,MP:0005389,reproductive system phenotype,0.09765804292121293,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
5,128,102,6314,107,2.418045343137255,2.3009626870915607,0.0660349496163197,MP:0002631,abnormal epididymis morphology,MP:0005389,reproductive system phenotype,0.1792377203871535,False,independent,IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
8,125,208,6208,216,1.910153846153846,1.8237259816207183,0.07210935969945863,MP:0001120,abnormal uterus morphology,MP:0005389,reproductive system phenotype,0.18267704457196185,False,independent,HMGULA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
1,132,3,6413,4,16.194444444444443,12.310150375939848,0.0788100135532164,MP:0004727,absent epididymis,MP:0005389,reproductive system phenotype,0.18717378218888894,False,independent,IMPC_PAT_002,default
8,125,227,6189,235,1.7449162995594714,1.6762757958726604,0.10466107257366558,MP:0001147,small testis,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
9,124,266,6150,275,1.6780863448944943,1.6115105946684893,0.10619153773640376,MP:0009209,abnormal internal female genitalia morphology,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
9,124,267,6149,276,1.6715295396882928,1.6056717881660674,0.10796699871182937,MP:0001119,abnormal female reproductive system morphology,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; IMPC_CSD_003; IMPC_PAT_002; KMPCLA_PAT_002; M-G-P_026_001; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
9,124,267,6149,276,1.6715295396882928,1.6056717881660674,0.10796699871182937,MP:0009208,abnormal female genitalia morphology,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; IMPC_CSD_003; IMPC_PAT_002; KMPCLA_PAT_002; M-G-P_026_001; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
8,125,231,6185,239,1.7135930735930736,1.6482209708371347,0.11241796507078616,MP:0001116,small gonad,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
10,123,313,6103,323,1.5852359801553286,1.524476826741777,0.12010692602449664,MP:0001146,abnormal testis morphology,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
8,125,238,6178,246,1.661310924369748,1.6013203741059967,0.12672940296871224,MP:0002210,abnormal sex determination,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
8,125,238,6178,246,1.661310924369748,1.6013203741059967,0.12672940296871224,MP:0002211,abnormal primary sex determination,MP:0005389,reproductive system phenotype,0.2006548880337944,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
9,124,287,6129,296,1.549988760256266,1.4971804511278197,0.14694576115921712,MP:0004849,abnormal testis size,MP:0005389,reproductive system phenotype,0.22335755696201,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002; UCD_OWT_001,default
6,127,183,6233,189,1.6091390215567316,1.5631936985320445,0.18571643442120178,MP:0002059,abnormal seminal vesicle morphology,MP:0005389,reproductive system phenotype,0.2714317118463718,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
3,130,73,6343,76,2.005163329820864,1.9437079540957658,0.2002070224545167,MP:0004931,enlarged epididymis,MP:0005389,reproductive system phenotype,0.27320879434959033,False,independent,IMPC_PAT_002; RBRCLA_PAT_002; UCDLA_PAT_002,default
6,127,188,6228,194,1.5650862791087283,1.5229052011471977,0.2013117432049613,MP:0013330,abnormal male accessory sex gland morphology,MP:0005389,reproductive system phenotype,0.27320879434959033,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_001; IMPC_PAT_002; KMPCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
3,130,83,6333,86,1.7607970342910102,1.7176954012939325,0.2539091319920216,MP:0004926,abnormal epididymis size,MP:0005389,reproductive system phenotype,0.3216182338565607,False,independent,IMPC_PAT_002; RBRCLA_PAT_002; UCDLA_PAT_002,default
3,130,83,6333,86,1.7607970342910102,1.7176954012939325,0.2539091319920216,MP:0009709,hydrometra,MP:0005389,reproductive system phenotype,0.3216182338565607,False,independent,HMGULA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
1,132,22,6394,23,2.2017906336088156,2.1408957175547565,0.3766861248615667,MP:0002637,small uterus,MP:0005389,reproductive system phenotype,0.4617442820883721,False,independent,IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002,default
2,131,68,6348,70,1.4252357431522227,1.4068743286788399,0.4178272740019666,MP:0004902,abnormal uterus size,MP:0005389,reproductive system phenotype,0.49616988787733535,False,independent,HMGULA_PAT_002; IMPC_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
1,132,46,6370,47,1.0490777338603425,1.0476723724204127,0.620067023168559,MP:0004906,enlarged uterus,MP:0005389,reproductive system phenotype,0.710211581477771,False,independent,HMGULA_PAT_002; IMPC_PAT_002; UCDLA_PAT_002,default
1,132,48,6368,49,1.005050505050505,1.0049102347705998,0.6354524676380057,MP:0001157,small seminal vesicle,MP:0005389,reproductive system phenotype,0.710211581477771,False,independent,IMPC_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
1,132,62,6354,63,0.7763929618768328,0.7815968492660221,0.7271475344490131,MP:0004907,abnormal seminal vesicle size,MP:0005389,reproductive system phenotype,0.7734504868669014,False,independent,HMGULA_PAT_002; HRWLLA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
1,132,63,6353,64,0.7639490139490139,0.7693843984962405,0.7327425665054856,MP:0001148,enlarged testis,MP:0005389,reproductive system phenotype,0.7734504868669014,False,independent,IMPC_PAT_002; UCDLA_PAT_002,default
1,132,86,6330,87,0.5576109936575053,0.5659839253305677,0.8341994724663737,MP:0001126,abnormal ovary morphology,MP:0005389,reproductive system phenotype,0.8341994724663737,False,independent,HMGULA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
1,132,86,6330,87,0.5576109936575053,0.5659839253305677,0.8341994724663737,MP:0013324,abnormal female reproductive gland morphology,MP:0005389,reproductive system phenotype,0.8341994724663737,False,independent,HMGULA_PAT_002; IMPC_PAT_002; KMPCLA_PAT_002; RBRCLA_PAT_002; TCPLA_PAT_002; UCDLA_PAT_002,default
34,99,649,5767,683,3.051750167312571,2.4512158874492234,4.38787964601971e-07,MP:0003795,abnormal bone structure,MP:0005390,skeleton phenotype,8.845772639656006e-06,True,independent,BCMLA_DXA_001; ESLIM_005_001; HMGULA_DXA_001; HRWLLA_DXA_001; ICSLA_DXA_001; IMPC_DXA_001; IMPC_PAT_002; JAXLA_DXA_001; KMPCLA_DXA_001; M-G-P_005_001; MGP_MTB_001; TCPLA_DXA_001; UCDLA_DXA_001,default
18,115,206,6210,224,4.718446601941747,3.9568340494092378,5.004018199562836e-07,MP:0000063,decreased bone mineral density,MP:0005390,skeleton phenotype,8.845772639656006e-06,True,independent,ESLIM_005_001; HMGULA_DXA_001; HRWLLA_DXA_001; ICSLA_DXA_001; IMPC_DXA_001; JAXLA_DXA_001; KMPCLA_DXA_001; M-G-P_005_001; TCPLA_DXA_001; UCDLA_DXA_001,default
46,87,1066,5350,1112,2.6535981540186753,2.036931357169903,5.307463583793604e-07,MP:0005508,abnormal skeleton morphology,MP:0005390,skeleton phenotype,8.845772639656006e-06,True,independent,BCMLA_DXA_001; BCMLA_XRY_001; CCP_XRY_001; ESLIM_001_001; ESLIM_005_001; ESLIM_006_001; ESLIM_020_001; HMGULA_DXA_001; HMGULA_HWT_001; HRWLIP_CSD_003; HRWLLA_DXA_001; HRWLLA_XRY_001; ICSLA_DXA_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_DXA_001; IMPC_EMA_002; IMPC_EMO_002; IMPC_GEM_003; IMPC_HWT_001; IMPC_PAT_002; IMPC_XRY_001; JAXLA_DXA_001; KMPCLA_DXA_001; KMPCLA_HWT_001; KMPCLA_XRY_001; M-G-P_005_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_MTB_001; MGP_XRY_001; RBRCLA_CSD_003; TCPLA_DXA_001; TCPLA_PAT_002; TCPLA_XRY_001; UCDLA_DXA_001,default
21,112,285,6131,306,4.033552631578948,3.3792569659442724,7.290120637697654e-07,MP:0010119,abnormal bone mineral density,MP:0005390,skeleton phenotype,9.112650797122068e-06,True,independent,ESLIM_005_001; HMGULA_DXA_001; HRWLLA_DXA_001; ICSLA_DXA_001; IMPC_DXA_001; JAXLA_DXA_001; KMPCLA_DXA_001; M-G-P_005_001; TCPLA_DXA_001; UCDLA_DXA_001,default
18,115,292,6124,310,3.2826682549136392,2.8591317002182874,4.827329369412908e-05,MP:0010124,decreased bone mineral content,MP:0005390,skeleton phenotype,0.0004827329369412908,True,independent,HRWLLA_DXA_001; IMPC_DXA_001; JAXLA_DXA_001; KMPCLA_DXA_001; M-G-P_005_001; TCPLA_DXA_001; UCDLA_DXA_001,default
23,110,457,5959,480,2.726417346329819,2.3594454887218044,8.380958779579619e-05,MP:0010122,abnormal bone mineral content,MP:0005390,skeleton phenotype,0.0006984132316316349,True,independent,BCMLA_DXA_001; ESLIM_005_001; HMGULA_DXA_001; HRWLLA_DXA_001; IMPC_DXA_001; JAXLA_DXA_001; KMPCLA_DXA_001; M-G-P_005_001; TCPLA_DXA_001; UCDLA_DXA_001,default
3,130,3,6413,6,49.33076923076923,24.6203007518797,0.00015662693797600575,MP:0000552,abnormal radius morphology,MP:0005390,skeleton phenotype,0.0009789183623500359,True,independent,CCP_XRY_001; ESLIM_006_001; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001,default
3,130,3,6413,6,49.33076923076923,24.6203007518797,0.00015662693797600575,MP:0005108,abnormal ulna morphology,MP:0005390,skeleton phenotype,0.0009789183623500359,True,independent,CCP_XRY_001; ESLIM_006_001; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001,default
3,130,4,6412,7,36.99230769230769,21.103114930182603,0.0002700254806901956,MP:0005296,abnormal humerus morphology,MP:0005390,skeleton phenotype,0.0015001415593899757,True,independent,CCP_XRY_001; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001,default
7,126,74,6342,81,4.761261261261262,4.255360623781677,0.0012124466988551281,MP:0004508,abnormal pectoral girdle bone morphology,MP:0005390,skeleton phenotype,0.006062233494275641,True,independent,CCP_XRY_001; IMPC_PAT_002; IMPC_XRY_001; MGP_XRY_001; TCPLA_PAT_002,default
16,117,352,6064,368,2.3558663558663557,2.1408957175547565,0.003037744675259165,MP:0002114,abnormal axial skeleton morphology,MP:0005390,skeleton phenotype,0.013178740123931528,True,independent,CCP_XRY_001; ESLIM_001_001; ESLIM_006_001; HRWLIP_CSD_003; HRWLLA_XRY_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_EMA_002; IMPC_EMO_002; IMPC_GEM_003; IMPC_PAT_002; IMPC_XRY_001; KMPCLA_XRY_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_XRY_001; RBRCLA_CSD_003; TCPLA_PAT_002,default
13,120,257,6159,270,2.596206225680934,2.370843776106934,0.003169474284853186,MP:0009250,abnormal appendicular skeleton morphology,MP:0005390,skeleton phenotype,0.013178740123931528,True,independent,BCMLA_XRY_001; CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; HMGULA_HWT_001; HRWLLA_XRY_001; IMPC_HWT_001; IMPC_PAT_002; IMPC_XRY_001; KMPCLA_HWT_001; M-G-P_006_001; MGP_CSD_001; MGP_XRY_001; TCPLA_PAT_002; TCPLA_XRY_001,default
7,126,90,6326,97,3.904938271604938,3.553445469343462,0.003426472432222197,MP:0004624,abnormal thoracic cage morphology,MP:0005390,skeleton phenotype,0.013178740123931528,True,independent,CCP_XRY_001; ESLIM_006_001; IMPC_PAT_002; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001; TCPLA_PAT_002,default
2,131,3,6413,5,32.63613231552163,19.69624060150376,0.003932538719039337,MP:0000149,abnormal scapula morphology,MP:0005390,skeleton phenotype,0.014044781139426202,True,independent,CCP_XRY_001; IMPC_XRY_001; MGP_XRY_001,default
5,128,52,6364,57,4.780649038461538,4.319351009101702,0.005759328444669194,MP:0002932,abnormal joint morphology,MP:0005390,skeleton phenotype,0.01799790138959123,True,independent,CCP_XRY_001; ESLIM_006_001; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001,default
5,128,52,6364,57,4.780649038461538,4.319351009101702,0.005759328444669194,MP:0004599,abnormal vertebral arch morphology,MP:0005390,skeleton phenotype,0.01799790138959123,True,independent,CCP_XRY_001; IMPC_XRY_001; KMPCLA_XRY_001; MGP_XRY_001,default
8,125,136,6280,144,2.9552941176470586,2.7355889724310773,0.00873980064085242,MP:0000438,abnormal cranium morphology,MP:0005390,skeleton phenotype,0.024277224002367835,True,independent,CCP_XRY_001; ESLIM_001_001; ESLIM_006_001; HRWLIP_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_GEM_003; IMPC_PAT_002; IMPC_XRY_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_XRY_001; RBRCLA_CSD_003,default
8,125,136,6280,144,2.9552941176470586,2.7355889724310773,0.00873980064085242,MP:0002116,abnormal craniofacial bone morphology,MP:0005390,skeleton phenotype,0.024277224002367835,True,independent,CCP_XRY_001; ESLIM_001_001; ESLIM_006_001; HRWLIP_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_GEM_003; IMPC_PAT_002; IMPC_XRY_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_XRY_001; RBRCLA_CSD_003,default
2,131,6,6410,8,16.310432569974555,12.310150375939848,0.01057903345950082,MP:0010099,abnormal thoracic cage shape,MP:0005390,skeleton phenotype,0.027839561735528474,True,independent,CCP_XRY_001; MGP_XRY_001,default
2,131,7,6409,9,13.978189749182116,10.94235588972431,0.013421906970602186,MP:0000559,abnormal femur morphology,MP:0005390,skeleton phenotype,0.032805069009887985,True,independent,CCP_XRY_001; IMPC_XRY_001; MGP_XRY_001,default
