a,b,c,d,total_with_term,odds_ratio,fold_enrichment,p_value,mp_term_id,mp_term_name,top_level_mp_id,top_level_mp_name,p_adjusted,significant,classification,procedures,classification_reason
1,132,58,6358,59,0.8304597701149425,0.8345864661654135,0.7035808706934885,MP:0014546,decreased phosphate level,MP:0005376,homeostasis/metabolism phenotype,0.7485773217262116,False,independent,ESLIM_015_001; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; UCDLA_CBC_003,default
4,129,246,6170,250,0.777714753891725,0.7878496240601504,0.7539963009419195,MP:0014536,decreased mineral level,MP:0005376,homeostasis/metabolism phenotype,0.792996109611329,False,independent,ESLIM_015_001; GMC_906_001; HMGULA_CBC_002; HRWLLA_CBC_002; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; M-G-P_025_001; UCDLA_CBC_003,default
4,129,246,6170,250,0.777714753891725,0.7878496240601504,0.7539963009419195,MP:0014548,decreased circulating mineral level,MP:0005376,homeostasis/metabolism phenotype,0.792996109611329,False,independent,ESLIM_015_001; GMC_906_001; HMGULA_CBC_002; HRWLLA_CBC_002; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; M-G-P_025_001; UCDLA_CBC_003,default
1,132,71,6345,72,0.6770166453265045,0.6838972431077693,0.7735905379706332,MP:0002966,decreased circulating alkaline phosphatase level,MP:0005376,homeostasis/metabolism phenotype,0.8089546768492907,False,independent,ESLIM_015_001; HRWLLA_CBC_002; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; M-G-P_025_001; TCPLA_CBC_003,default
1,132,75,6341,76,0.6405050505050505,0.6479026513652553,0.7916261363672104,MP:0014531,decreased circulating amino acid level,MP:0005376,homeostasis/metabolism phenotype,0.8231112667909062,False,independent,ESLIM_015_001; HMGULA_CBC_002; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; M-G-P_025_001,default
1,132,89,6327,90,0.5385597548518897,0.5471177944862156,0.8442291836454732,MP:0000194,increased circulating calcium level,MP:0005376,homeostasis/metabolism phenotype,0.8679434865568629,False,independent,ESLIM_015_001; GMC_906_001; HMGULA_CBC_002; HRWLLA_CBC_002; ICSLA_CBC_003; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; KMPCLA_CBC_003; M-G-P_025_001,default
1,132,89,6327,90,0.5385597548518897,0.5471177944862156,0.8442291836454732,MP:0014537,increased calcium level,MP:0005376,homeostasis/metabolism phenotype,0.8679434865568629,False,independent,ESLIM_015_001; GMC_906_001; HMGULA_CBC_002; HRWLLA_CBC_002; ICSLA_CBC_003; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; KMPCLA_CBC_003; M-G-P_025_001,default
1,132,121,6295,122,0.39412722263961936,0.40361148773573274,0.9200851458513533,MP:0000195,decreased circulating calcium level,MP:0005376,homeostasis/metabolism phenotype,0.9334200803705748,False,independent,ESLIM_015_001; GMC_906_001; HRWLLA_CBC_002; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; M-G-P_025_001,default
1,132,121,6295,122,0.39412722263961936,0.40361148773573274,0.9200851458513533,MP:0014538,decreased calcium level,MP:0005376,homeostasis/metabolism phenotype,0.9334200803705748,False,independent,ESLIM_015_001; GMC_906_001; HRWLLA_CBC_002; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; M-G-P_025_001,default
2,131,210,6206,212,0.45118138858596873,0.4645339764505603,0.9334200803705748,MP:0001562,abnormal circulating calcium level,MP:0005376,homeostasis/metabolism phenotype,0.9334200803705748,False,independent,ESLIM_015_001; GMC_906_001; HMGULA_CBC_002; HRWLLA_CBC_002; ICSLA_CBC_003; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; KMPCLA_CBC_003; M-G-P_025_001; RBRCLA_CBC_003,default
2,131,210,6206,212,0.45118138858596873,0.4645339764505603,0.9334200803705748,MP:0004231,abnormal calcium ion homeostasis,MP:0005376,homeostasis/metabolism phenotype,0.9334200803705748,False,independent,ESLIM_015_001; GMC_906_001; HMGULA_CBC_002; HRWLLA_CBC_002; ICSLA_CBC_003; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; KMPCLA_CBC_003; M-G-P_025_001; RBRCLA_CBC_003,default
2,131,210,6206,212,0.45118138858596873,0.4645339764505603,0.9334200803705748,MP:0020879,abnormal calcium level,MP:0005376,homeostasis/metabolism phenotype,0.9334200803705748,False,independent,ESLIM_015_001; GMC_906_001; HMGULA_CBC_002; HRWLLA_CBC_002; ICSLA_CBC_003; IMPC_CBC_001; IMPC_CBC_002; IMPC_CBC_003; JAXLA_CBC_003; KMPCLA_CBC_003; M-G-P_025_001; RBRCLA_CBC_003,default
106,27,185,6231,291,132.22942942942942,17.936439035733663,1.6699891610017803e-125,MP:0001963,abnormal hearing physiology,MP:0005377,hearing/vestibular/ear phenotype,2.0874864512522254e-125,True,acoustic_dependent,IMPC_ABR_001; IMPC_ABR_002,keyword/ontology
106,27,185,6231,291,132.22942942942942,17.936439035733663,1.6699891610017803e-125,MP:0003878,abnormal ear physiology,MP:0005377,hearing/vestibular/ear phenotype,2.0874864512522254e-125,True,acoustic_dependent,IMPC_ABR_001; IMPC_ABR_002,keyword/ontology
106,27,185,6231,291,132.22942942942942,17.936439035733663,1.6699891610017803e-125,MP:0004738,abnormal auditory brainstem response,MP:0005377,hearing/vestibular/ear phenotype,2.0874864512522254e-125,True,acoustic_dependent,IMPC_ABR_001; IMPC_ABR_002,keyword/ontology
106,27,185,6231,291,132.22942942942942,17.936439035733663,1.6699891610017803e-125,MP:0006335,abnormal hearing electrophysiology,MP:0005377,hearing/vestibular/ear phenotype,2.0874864512522254e-125,True,acoustic_dependent,IMPC_ABR_001; IMPC_ABR_002,keyword/ontology
7,126,14,6402,21,25.404761904761905,16.413533834586467,1.1160213827816367e-07,MP:0002102,abnormal ear morphology,MP:0005377,hearing/vestibular/ear phenotype,1.1160213827816367e-07,True,vestibular,IMPC_CSD_003; IMPC_GEL_003; IMPC_GEM_003; IMPC_GEO_003; IMPC_GEP_003; MGP_CSD_001,keyword/ontology
39,94,78,6338,117,33.712765957446805,16.413533834586467,1.2784454867849314e-38,MP:0001489,decreased startle reflex,MP:0005386,behavior/neurological phenotype,9.588341150886986e-37,True,acoustic_dependent,BCMLA_ACS_003; ICSLA_ACS_003; IMPC_ACS_003; KMPCLA_ACS_003,keyword/ontology
69,64,555,5861,624,11.385388513513513,5.444874204742626,2.427277644660479e-36,MP:0001961,abnormal reflex,MP:0005386,behavior/neurological phenotype,9.102291167476797e-35,True,acoustic_dependent,BCMLA_ACS_003; BCMLA_CSD_003; ESLIM_008_001; ESLIM_011_001; GMC_923_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_EYE_001; ICSLA_ACS_003; IMPC_ACS_002; IMPC_ACS_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_EYE_001; IMPC_EYE_003; IMPC_GEP_003; JAXLA_CSD_001; JAXLA_CSD_003; KMPCLA_ACS_003; M-G-P_008_001; MGP_CSD_001; RBRCLA_CSD_003; TCPIP_CSD_003; TCPLA_CSD_003; UCDIP_CSD_003,procedure-based (66/69=96% acoustic)
69,64,564,5852,633,11.186502659574469,5.367458931689414,6.273946005084552e-36,MP:0002067,abnormal sensory capabilities/reflexes/nociception,MP:0005386,behavior/neurological phenotype,1.568486501271138e-34,True,acoustic_dependent,BCMLA_ACS_003; BCMLA_CSD_003; ESLIM_008_001; ESLIM_011_001; ESLIM_012_001; GMC_923_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_EYE_001; HRWL_VFR_001; ICSLA_ACS_003; IMPC_ACS_002; IMPC_ACS_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_EYE_001; IMPC_EYE_003; IMPC_FOR_001; IMPC_GEP_003; JAXLA_CSD_001; JAXLA_CSD_003; JAX_HRG_001; JAX_VFR_001; KMPCLA_ACS_003; M-G-P_008_001; M-G-P_012_001; MGP_CSD_001; RBRCLA_CSD_003; TCPIP_CSD_003; TCPLA_CSD_003; TCP_HRG_001; UCDIP_CSD_003; UCD_HRG_001; UCD_VFR_001,procedure-based (66/69=96% acoustic)
70,63,608,5808,678,10.614035087719298,5.08383791336749,5.508286806699595e-35,MP:0003492,abnormal involuntary movement,MP:0005386,behavior/neurological phenotype,1.0328037762561741e-33,True,acoustic_dependent,BCMLA_ACS_003; BCMLA_CSD_003; ESLIM_008_001; ESLIM_011_001; GMC_923_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_EYE_001; ICSLA_ACS_003; IMPC_ACS_002; IMPC_ACS_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_EYE_001; IMPC_EYE_003; IMPC_GEP_003; JAXLA_CSD_001; JAXLA_CSD_003; KMPCLA_ACS_003; M-G-P_008_001; MGP_CSD_001; RBRCLA_CSD_003; TCPIP_CSD_003; TCPLA_CSD_003; UCDIP_CSD_003; UCDLA_CSD_003,procedure-based (63/70=90% acoustic)
51,82,352,6064,403,10.714523281596453,6.231440885091139,1.7587251067784925e-28,MP:0001486,abnormal startle reflex,MP:0005386,behavior/neurological phenotype,2.6380876601677387e-27,True,acoustic_dependent,BCMLA_ACS_003; ESLIM_008_001; ESLIM_011_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; ICSLA_ACS_003; IMPC_ACS_002; IMPC_ACS_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_003; KMPCLA_ACS_003; TCPIP_CSD_003; TCPLA_CSD_003; UCDIP_CSD_003,keyword/ontology
87,46,1778,4638,1865,4.933559935442852,2.297014654598964,4.5209616552702e-19,MP:0002066,abnormal motor capabilities/coordination/movement,MP:0005386,behavior/neurological phenotype,5.65120206908775e-18,True,independent,BCMLA_ACS_003; BCMLA_CSD_003; BCMLA_OFD_001; BCM_CSD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_007_001; ESLIM_008_001; ESLIM_009_001; ESLIM_011_001; GMC_916_001; GMC_923_001; HMGULA_GRS_001; HMGULA_OFD_001; HMGULA_SHI_001; HMGU_ROT_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_EYE_001; HRWLLA_GRS_001; HRWLLA_OFD_001; ICSLA_ACS_003; ICSLA_OFD_001; ICS_FEA_001; ICS_ROT_001; IMPC_ACS_002; IMPC_ACS_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_EYE_001; IMPC_EYE_003; IMPC_GEP_003; IMPC_GRS_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_001; JAXLA_CSD_003; JAXLA_GRS_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; JAX_ROT_001; KMPCLA_ACS_003; KMPCLA_GRS_001; KMPCLA_OFD_001; M-G-P_007_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_CSD_003; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPIP_GRS_001; TCPLA_CSD_003; TCPLA_GRS_001; UCDIP_CSD_003; UCDIP_GRS_001; UCDLA_CSD_003,default
95,38,2245,4171,2340,4.644766146993319,1.999084249084249,2.876982956241387e-17,MP:0004924,abnormal behavior,MP:0005386,behavior/neurological phenotype,3.0824817388300576e-16,True,independent,BCMLA_ACS_003; BCMLA_CSD_003; BCMLA_LDT_001; BCMLA_OFD_001; BCM_CSD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_007_001; ESLIM_008_001; ESLIM_009_001; ESLIM_011_001; ESLIM_012_001; GMC_916_001; GMC_923_001; HMGULA_CAL_003; HMGULA_GRS_001; HMGULA_OFD_001; HMGULA_SHI_001; HMGU_ROT_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_EYE_001; HRWLLA_FEA_001; HRWLLA_GRS_001; HRWLLA_OFD_001; HRWL_VFR_001; ICSLA_ACS_003; ICSLA_CSD_003; ICSLA_FEA_001; ICSLA_OFD_001; ICS_FEA_001; ICS_ROT_001; IMPC_ACS_002; IMPC_ACS_003; IMPC_CAL_002; IMPC_CAL_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_EYE_001; IMPC_EYE_003; IMPC_FEA_001; IMPC_FOR_001; IMPC_GEP_003; IMPC_GRS_001; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_001; JAXLA_CSD_003; JAXLA_GRS_001; JAXLA_HBD_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_ECT_001; JAX_HBD_001; JAX_HRG_001; JAX_LDT_001; JAX_OFD_001; JAX_ROT_001; JAX_SLW_001; JAX_TLS_001; JAX_VFR_001; KMPCLA_ACS_003; KMPCLA_FEA_001; KMPCLA_GRS_001; KMPCLA_OFD_001; M-G-P_007_001; M-G-P_008_001; M-G-P_012_001; MGP_CSD_001; RBRCLA_CSD_003; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPIP_GRS_001; TCPLA_CSD_003; TCPLA_GRS_001; TCP_HRG_001; UCDIP_CSD_003; UCDIP_GRS_001; UCDLA_CSD_003; UCD_HBD_001; UCD_HRG_001; UCD_VFR_001,default
15,118,21,6395,36,38.710653753026634,20.51691729323308,7.176419886214362e-17,MP:0001485,abnormal pinna reflex,MP:0005386,behavior/neurological phenotype,5.980349905178635e-16,True,acoustic_dependent,ESLIM_008_001; M-G-P_008_001; MGP_CSD_001,keyword/ontology
15,118,21,6395,36,38.710653753026634,20.51691729323308,7.176419886214362e-17,MP:0006358,absent pinna reflex,MP:0005386,behavior/neurological phenotype,5.980349905178635e-16,True,acoustic_dependent,ESLIM_008_001; M-G-P_008_001; MGP_CSD_001,keyword/ontology
9,124,9,6407,18,51.66935483870968,24.620300751879697,1.865903413170782e-11,MP:0001408,stereotypic behavior,MP:0005386,behavior/neurological phenotype,1.3994275598780867e-10,True,independent,IMPC_CSD_001; IMPC_CSD_003; MGP_CSD_001,default
6,127,8,6408,14,37.84251968503937,21.103114930182603,1.6470096371385797e-07,MP:0000436,abnormal head movements,MP:0005386,behavior/neurological phenotype,1.0293810232116123e-06,True,independent,IMPC_CSD_001; IMPC_CSD_003,default
6,127,8,6408,14,37.84251968503937,21.103114930182603,1.6470096371385797e-07,MP:0001410,head bobbing,MP:0005386,behavior/neurological phenotype,1.0293810232116123e-06,True,vestibular,IMPC_CSD_001; IMPC_CSD_003,keyword/ontology
7,126,16,6400,23,22.22222222222222,14.986270022883296,2.2744684718445393e-07,MP:0001504,abnormal posture,MP:0005386,behavior/neurological phenotype,1.2184652527738603e-06,True,independent,BCM_CSD_001; ESLIM_008_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; MGP_CSD_001,default
7,126,16,6400,23,22.22222222222222,14.986270022883296,2.2744684718445393e-07,MP:0001512,trunk curl,MP:0005386,behavior/neurological phenotype,1.2184652527738603e-06,True,vestibular,BCM_CSD_001; ESLIM_008_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; MGP_CSD_001,keyword/ontology
6,127,10,6406,16,30.26456692913386,18.465225563909772,4.247373203319609e-07,MP:0001388,abnormal stationary movement,MP:0005386,behavior/neurological phenotype,2.1236866016598045e-06,True,independent,ESLIM_008_001; IMPC_CSD_001; IMPC_CSD_003; M-G-P_008_001,default
45,88,1079,5337,1124,2.5293306091498864,1.9713763947234635,1.9231011860084137e-06,MP:0003491,abnormal voluntary movement,MP:0005386,behavior/neurological phenotype,9.014536809414439e-06,True,independent,BCMLA_CSD_003; BCMLA_OFD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_007_001; ESLIM_008_001; GMC_916_001; GMC_923_001; HMGULA_OFD_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_OFD_001; ICSLA_OFD_001; ICS_FEA_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; KMPCLA_OFD_001; M-G-P_007_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_CSD_003; RBRCLA_YMZ_001; UCDLA_CSD_003,default
31,102,635,5781,666,2.7668828161185735,2.291979949874687,6.729357926329556e-06,MP:0001399,hyperactivity,MP:0005386,behavior/neurological phenotype,2.9688343792630395e-05,True,independent,BCMLA_OFD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_007_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLLA_OFD_001; ICSLA_OFD_001; IMPC_OFD_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; KMPCLA_OFD_001; M-G-P_007_001,default
31,102,666,5750,697,2.6239474768886533,2.1900410998802604,1.6999956303389868e-05,MP:0001392,abnormal locomotor behavior,MP:0005386,behavior/neurological phenotype,7.083315126412445e-05,True,independent,BCMLA_CSD_003; BCMLA_OFD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_007_001; ESLIM_008_001; GMC_916_001; GMC_923_001; HMGULA_OFD_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_OFD_001; ICSLA_OFD_001; ICS_FEA_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; M-G-P_007_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_CSD_003; RBRCLA_YMZ_001; UCDLA_CSD_003,default
12,121,134,6282,146,4.64931540643888,4.047172726336389,3.631290180632636e-05,MP:0002574,increased vertical activity,MP:0005386,behavior/neurological phenotype,0.00014334040186707772,True,independent,BCM_OFD_001; GMC_916_001; HMGULA_OFD_001; ICSLA_OFD_001; IMPC_OFD_001; JAXLA_OFD_001; JAX_OFD_001,default
14,119,182,6234,196,4.029734970911441,3.5171858216970997,3.880583639195559e-05,MP:0020167,abnormal vertical activity,MP:0005386,behavior/neurological phenotype,0.00014552188646983348,True,independent,BCM_OFD_001; GMC_916_001; HMGULA_OFD_001; ICSLA_OFD_001; IMPC_OFD_001; JAXLA_OFD_001; JAX_OFD_001,default
17,116,271,6145,288,3.3231009034228274,2.90656328320802,6.492503976208617e-05,MP:0001362,abnormal anxiety-related response,MP:0005386,behavior/neurological phenotype,0.0002318751420074506,True,independent,BCM_OFD_001; CCP_LDT_001; GMC_916_001; HRWLLA_OFD_001; IMPC_LDT_001; IMPC_OFD_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; KMPCLA_OFD_001,default
15,118,221,6195,236,3.563348416289593,3.1296992481203008,7.858837711967667e-05,MP:0001364,decreased anxiety-related response,MP:0005386,behavior/neurological phenotype,0.00026791492199889776,True,independent,BCM_OFD_001; CCP_LDT_001; HRWLLA_OFD_001; IMPC_LDT_001; IMPC_OFD_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; KMPCLA_OFD_001,default
11,122,129,6287,140,4.394268649129495,3.86890440386681,0.00011694330762461119,MP:0001406,abnormal gait,MP:0005386,behavior/neurological phenotype,0.00036544783632691,True,independent,BCMLA_CSD_003; ESLIM_008_001; GMC_923_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_003; M-G-P_008_001; MGP_CSD_001; UCDLA_CSD_003,default
11,122,129,6287,140,4.394268649129495,3.86890440386681,0.00011694330762461119,MP:0003312,abnormal locomotor coordination,MP:0005386,behavior/neurological phenotype,0.00036544783632691,True,independent,BCMLA_CSD_003; ESLIM_008_001; GMC_923_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_003; M-G-P_008_001; MGP_CSD_001; UCDLA_CSD_003,default
31,102,758,5658,789,2.268586062393295,1.9346750907687469,0.00018401768976504044,MP:0002572,abnormal emotion/affect behavior,MP:0005386,behavior/neurological phenotype,0.0005520530692951213,True,independent,BCMLA_CSD_003; BCMLA_LDT_001; BCMLA_OFD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_FEA_001; HRWLLA_OFD_001; ICSLA_CSD_003; ICS_FEA_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_FEA_001; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_HBD_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_HBD_001; JAX_LDT_001; JAX_OFD_001; JAX_TLS_001; KMPCLA_FEA_001; KMPCLA_OFD_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003; UCD_HBD_001,default
20,113,400,6016,420,2.661946902654867,2.3447905477980666,0.00028015415209970345,MP:0002065,abnormal fear/anxiety-related behavior,MP:0005386,behavior/neurological phenotype,0.000808136977210683,True,independent,BCM_OFD_001; CCP_LDT_001; GMC_916_001; HRWLLA_FEA_001; HRWLLA_OFD_001; ICS_FEA_001; IMPC_FEA_001; IMPC_LDT_001; IMPC_OFD_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; KMPCLA_FEA_001; KMPCLA_OFD_001,default
6,127,42,6374,48,7.169853768278965,6.155075187969925,0.00038173592010470463,MP:0002062,abnormal associative learning,MP:0005386,behavior/neurological phenotype,0.0010528696626494751,True,independent,HRWLLA_FEA_001; ICSLA_FEA_001; ICS_FEA_001; IMPC_FEA_001; KMPCLA_FEA_001,default
13,120,202,6214,215,3.3325907590759076,2.9773386955761496,0.0003930713407224707,MP:0020870,decreased thigmotaxis,MP:0005386,behavior/neurological phenotype,0.0010528696626494751,True,independent,BCM_OFD_001; CCP_LDT_001; HRWLLA_OFD_001; IMPC_LDT_001; IMPC_OFD_001; JAX_LDT_001; JAX_OFD_001; KMPCLA_OFD_001,default
2,131,1,6415,3,97.93893129770993,32.82706766917293,0.0012117999571478308,MP:0001973,increased thermal nociceptive threshold,MP:0005386,behavior/neurological phenotype,0.0031339654064168037,True,independent,ESLIM_012_001; JAX_HRG_001; M-G-P_012_001,default
19,114,442,5974,461,2.2526395173453997,2.0294391075302136,0.0022804103980193714,MP:0002063,abnormal learning/memory/conditioning,MP:0005386,behavior/neurological phenotype,0.005517121930692028,True,independent,BCMLA_LDT_001; BCMLA_OFD_001; CCP_LDT_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_FEA_001; HRWLLA_OFD_001; ICSLA_CSD_003; ICSLA_FEA_001; ICS_FEA_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_FEA_001; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_HBD_001; JAXLA_LDT_001; JAX_HBD_001; JAX_LDT_001; JAX_ROT_001; KMPCLA_FEA_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003; UCD_HBD_001,default
19,114,442,5974,461,2.2526395173453997,2.0294391075302136,0.0022804103980193714,MP:0014114,abnormal cognition,MP:0005386,behavior/neurological phenotype,0.005517121930692028,True,independent,BCMLA_LDT_001; BCMLA_OFD_001; CCP_LDT_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_FEA_001; HRWLLA_OFD_001; ICSLA_CSD_003; ICSLA_FEA_001; ICS_FEA_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_FEA_001; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_HBD_001; JAXLA_LDT_001; JAX_HBD_001; JAX_LDT_001; JAX_ROT_001; KMPCLA_FEA_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003; UCD_HBD_001,default
2,131,2,6414,4,48.961832061068705,24.620300751879697,0.002391321398267252,MP:0002733,abnormal thermal nociception,MP:0005386,behavior/neurological phenotype,0.005604659527188872,True,independent,ESLIM_012_001; JAX_HRG_001; M-G-P_012_001; UCD_HRG_001,default
8,125,116,6300,124,3.475862068965517,3.1768130002425417,0.003582305868617033,MP:0001513,limb grasping,MP:0005386,behavior/neurological phenotype,0.008060604707763755,True,acoustic_dependent,ESLIM_008_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_001; JAXLA_CSD_003; M-G-P_008_001; MGP_CSD_001; RBRCLA_CSD_003,procedure-based (7/8=88% acoustic)
4,129,28,6388,32,7.074197120708749,6.155075187969924,0.003761615530289752,MP:0001468,abnormal temporal memory,MP:0005386,behavior/neurological phenotype,0.008060604707763755,True,independent,HRWLLA_FEA_001; ICSLA_FEA_001; ICS_FEA_001; IMPC_FEA_001,default
4,129,28,6388,32,7.074197120708749,6.155075187969924,0.003761615530289752,MP:0001469,abnormal contextual conditioning behavior,MP:0005386,behavior/neurological phenotype,0.008060604707763755,True,independent,HRWLLA_FEA_001; ICSLA_FEA_001; ICS_FEA_001; IMPC_FEA_001,default
13,120,265,6151,278,2.514559748427673,2.302618055931195,0.004069817635386254,MP:0010053,decreased grip strength,MP:0005386,behavior/neurological phenotype,0.008311319959704891,True,independent,ESLIM_009_001; HMGULA_GRS_001; HRWLLA_GRS_001; IMPC_GRS_001; JAXLA_GRS_001; KMPCLA_GRS_001; TCPIP_GRS_001; TCPLA_GRS_001; UCDIP_GRS_001,default
15,118,330,6086,345,2.3443759630200307,2.1408957175547565,0.00410025118012108,MP:0001402,decreased locomotor activity,MP:0005386,behavior/neurological phenotype,0.008311319959704891,True,independent,BCMLA_OFD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_007_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLLA_OFD_001; ICSLA_OFD_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; M-G-P_007_001,default
15,118,352,6064,367,2.1899075500770415,2.012558644567823,0.007215082936781238,MP:0031392,hypoactivity,MP:0005386,behavior/neurological phenotype,0.014240295269962969,True,independent,BCMLA_OFD_001; BCM_OFD_001; CCP_LDT_001; ESLIM_007_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLLA_OFD_001; ICSLA_OFD_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001; M-G-P_007_001,default
