gene_symbol,allele_symbol,zygosity,center,total_control_count,male_control_count,female_control_count,control_status,male_analyzable,female_analyzable,both_sex_analyzable,male_total_mice,male_complete_data_mice,male_sufficient_sample,male_complete_data_sufficient,male_6kHz-evoked ABR Threshold_count,male_6kHz-evoked ABR Threshold_sufficient,male_12kHz-evoked ABR Threshold_count,male_12kHz-evoked ABR Threshold_sufficient,male_18kHz-evoked ABR Threshold_count,male_18kHz-evoked ABR Threshold_sufficient,male_24kHz-evoked ABR Threshold_count,male_24kHz-evoked ABR Threshold_sufficient,male_30kHz-evoked ABR Threshold_count,male_30kHz-evoked ABR Threshold_sufficient,female_total_mice,female_complete_data_mice,female_sufficient_sample,female_complete_data_sufficient,female_6kHz-evoked ABR Threshold_count,female_6kHz-evoked ABR Threshold_sufficient,female_12kHz-evoked ABR Threshold_count,female_12kHz-evoked ABR Threshold_sufficient,female_18kHz-evoked ABR Threshold_count,female_18kHz-evoked ABR Threshold_sufficient,female_24kHz-evoked ABR Threshold_count,female_24kHz-evoked ABR Threshold_sufficient,female_30kHz-evoked ABR Threshold_count,female_30kHz-evoked ABR Threshold_sufficient,status,total_groups,male_analyzable_groups,female_analyzable_groups,both_sex_analyzable_groups
Clrn3,Clrn3<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Il18rap,Il18rap<em1(IMPC)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,False,True,False,0.0,0.0,False,False,,,,,,,,,,,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Il18rap,Il18rap<tm1b(KOMP)Wtsi>,homozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,,,,,
Exoc6b,Exoc6b<em1(IMPC)Hmgu>,heterozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Abca2,Abca2<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Mrgprb2,Mrgprb2<em1(IMPC)Tcp>,homozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Cited4,Cited4<tm1.1(KOMP)Vlcg>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Ccr3,Ccr3<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Prss57,Prss57<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,7.0,6.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,6.0,True,8.0,3.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,3.0,True,,,,,
Pom121l2,Pom121l2<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Aktip,Aktip<tm1b(EUCOMM)Hmgu>,homozygote,TCP,588.0,293.0,295.0,OK,True,False,False,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Gde1,Gde1<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,960.0,475.0,485.0,OK,False,True,False,3.0,2.0,True,False,3.0,True,3.0,True,3.0,True,3.0,True,2.0,False,5.0,3.0,True,True,5.0,True,5.0,True,4.0,True,4.0,True,3.0,True,,,,,
Gde1,Gde1<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,960.0,475.0,485.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Tbx20,Tbx20<em1(IMPC)Mbp>,heterozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Acadm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experimental groups found,0.0,0.0,0.0,0.0
Ccdc117,Ccdc117<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Khsrp,Khsrp<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Cmas,Cmas<em1(IMPC)Hmgu>,heterozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Cbx5,Cbx5<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,False,True,False,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Med1,Med1<tm3b(EUCOMM)Wtsi>,heterozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Cldn23,Cldn23<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
2700097O09Rik,2700097O09Rik<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Clec9a,Clec9a<tm1b(KOMP)Wtsi>,homozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Slc39a8,Slc39a8<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Tnni1,Tnni1<tm3b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,346.0,169.0,177.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Clrn2,Clrn2<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Wdr27,Wdr27<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,4.0,True,True,6.0,True,7.0,True,7.0,True,7.0,True,5.0,True,,,,,
Mkrn2,Mkrn2<em1(IMPC)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,,,,,
Mkrn2,Mkrn2<tm1b(KOMP)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,True,True,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,,,,,
Vps13b,Vps13b<em1(IMPC)Tcp>,homozygote,TCP,588.0,293.0,295.0,OK,False,True,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Ldlrad4,Ldlrad4<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Il17a,Il17a<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Rps6kl1,Rps6kl1<tm1.1(KOMP)Vlcg>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Serpinb5,Serpinb5<tm1b(KOMP)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Odf4,Odf4<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Abtb2,Abtb2<tm1a(KOMP)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Fbxw15,Fbxw15<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,6.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,6.0,True,,,,,
Kctd19,Kctd19<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Kcng3,Kcng3<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Nmb,Nmb<tm1.1(KOMP)Vlcg>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Dynll1,Dynll1<tm1(KOMP)Wtsi>,heterozygote,WTSI,906.0,454.0,452.0,OK,True,True,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Mrpl58,Mrpl58<tm1b(EUCOMM)Hmgu>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Cd27,Cd27<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,7.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Emx1,Emx1<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Orc1,Orc1<tm1b(KOMP)Wtsi>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Orc1,Orc1<tm1a(KOMP)Wtsi>,heterozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Gls2,Gls2<em1(IMPC)Tcp>,homozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Dlgap2,Dlgap2<em1(IMPC)Mhzh>,homozygote,MARC,147.0,83.0,64.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Slc6a3,Slc6a3<tm1b(KOMP)Wtsi>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Kcnh7,Kcnh7<em1(IMPC)Hmgu>,homozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Pycr2,Pycr2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,True,True,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Pax5,Pax5<tm1b(EUCOMM)Wtsi>,heterozygote,HMGU,960.0,475.0,485.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,3.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,3.0,True,,,,,
Satb1,Satb1<tm1b(EUCOMM)Hmgu>,heterozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Satb1,Satb1<tm1b(EUCOMM)Hmgu>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Cd5l,Cd5l<tm1b(KOMP)Mbp>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Bbs4,Bbs4<tm1b(EUCOMM)Hmgu>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Grm3,Grm3<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Nkiras1,Nkiras1<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,9.0,9.0,True,True,9.0,True,9.0,True,9.0,True,9.0,True,9.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
L3mbtl3,L3mbtl3<em2(IMPC)Tcp>,heterozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Car3,Car3<em1(IMPC)Hmgu>,homozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Car3,Car3<em1(IMPC)Hmgu>,heterozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Fam168a,Fam168a<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Rbmx,Rbmx<tm2a(KOMP)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,False,True,False,0.0,0.0,False,False,,,,,,,,,,,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Rbmx,Rbmx<tm2b(KOMP)Wtsi>,hemizygote,WTSI,906.0,454.0,452.0,OK,True,False,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Arhgef16,Arhgef16<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Mapk11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experimental groups found,0.0,0.0,0.0,0.0
Ylpm1,Ylpm1<tm1b(KOMP)Wtsi>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Kif2c,Kif2c<tm1.1(KOMP)Vlcg>,heterozygote,RBRC,296.0,239.0,57.0,OK,True,False,False,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Cimap1d,Cimap1d<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Cimap1d,Cimap1d<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Cabin1,Cabin1<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,7.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Clec2g,Clec2g<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Slc39a7,Slc39a7<tm1.1(KOMP)Mbp>,heterozygote,UC Davis,574.0,285.0,289.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Hcar1,Hcar1<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,5.0,True,True,8.0,True,8.0,True,8.0,True,7.0,True,5.0,True,,,,,
Arl16,Arl16<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,,,,,
Cmtm3,Cmtm3<em1(IMPC)H>,homozygote,MRC Harwell,346.0,169.0,177.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Avpi1,Avpi1<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,960.0,475.0,485.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,3.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,3.0,True,,,,,
Irf7,Irf7<tm1(KOMP)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,,,,,
Aoah,Aoah<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Pdgfrb,Pdgfrb<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Mpped2,Mpped2<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Slc22a4,Slc22a4<tm1.1(KOMP)Vlcg>,homozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Macir,Macir<tm1.1(KOMP)Vlcg>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Rasa3,Rasa3<tm1b(KOMP)J>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Naa35,Naa35<em1(IMPC)J>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Eef1akmt2,Eef1akmt2<tm1b(EUCOMM)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Sp5,Sp5<tm1b(KOMP)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,False,True,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Sp5,Sp5<tm1b(KOMP)Wtsi>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,False,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Sfxn1,Sfxn1<tm1b(EUCOMM)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Wiz,Wiz<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,7.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,,,,,
Rnf144b,Rnf144b<tm1b(EUCOMM)Hmgu>,homozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
