gene_symbol,allele_symbol,zygosity,center,total_control_count,male_control_count,female_control_count,control_status,male_analyzable,female_analyzable,both_sex_analyzable,male_total_mice,male_complete_data_mice,male_sufficient_sample,male_complete_data_sufficient,male_6kHz-evoked ABR Threshold_count,male_6kHz-evoked ABR Threshold_sufficient,male_12kHz-evoked ABR Threshold_count,male_12kHz-evoked ABR Threshold_sufficient,male_18kHz-evoked ABR Threshold_count,male_18kHz-evoked ABR Threshold_sufficient,male_24kHz-evoked ABR Threshold_count,male_24kHz-evoked ABR Threshold_sufficient,male_30kHz-evoked ABR Threshold_count,male_30kHz-evoked ABR Threshold_sufficient,female_total_mice,female_complete_data_mice,female_sufficient_sample,female_complete_data_sufficient,female_6kHz-evoked ABR Threshold_count,female_6kHz-evoked ABR Threshold_sufficient,female_12kHz-evoked ABR Threshold_count,female_12kHz-evoked ABR Threshold_sufficient,female_18kHz-evoked ABR Threshold_count,female_18kHz-evoked ABR Threshold_sufficient,female_24kHz-evoked ABR Threshold_count,female_24kHz-evoked ABR Threshold_sufficient,female_30kHz-evoked ABR Threshold_count,female_30kHz-evoked ABR Threshold_sufficient,status,total_groups,male_analyzable_groups,female_analyzable_groups,both_sex_analyzable_groups
Casp8,Casp8<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,7.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Zfyve1,Zfyve1<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Stat1,Stat1<tm2b(EUCOMM)Wtsi>,homozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Cactin,Cactin<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,,,,,
Lactb,Lactb<tm1.1(KOMP)Mbp>,homozygote,HMGU,960.0,475.0,485.0,OK,True,True,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,7.0,5.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,5.0,True,,,,,
Rlbp1,Rlbp1<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,,,,,
Ptp4a2,Ptp4a2<em1(IMPC)Tcp>,homozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Lamp5,Lamp5<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Adgrf3,Adgrf3<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Nfkbil1,Nfkbil1<tm1a(KOMP)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Togaram1,Togaram1<em1(IMPC)J>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Bud13,Bud13<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,7.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Zc3h12d,Zc3h12d<tm1b(EUCOMM)Hmgu>,homozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Vwa5a,Vwa5a<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Padi6,Padi6<tm1b(KOMP)Wtsi>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Prss40,Prss40<tm1b(KOMP)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Lins1,Lins1<em1(IMPC)J>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Lins1,Lins1<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,,,,,
Frmd7,Frmd7<tm1a(KOMP)Wtsi>,hemizygote,WTSI,906.0,454.0,452.0,OK,True,False,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Top2a,Top2a<em2(IMPC)Tcp>,heterozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Pgap2,Pgap2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Tmcc3,Tmcc3<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
1700030J22Rik,1700030J22Rik<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Ppy,Ppy<tm1b(KOMP)Wtsi>,homozygote,HMGU,960.0,475.0,485.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Bbox1,Bbox1<tm1b(KOMP)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Bbox1,Bbox1<tm1a(KOMP)Wtsi>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Bbox1,Bbox1<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Srd5a2,Srd5a2<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Scara3,Scara3<em1(IMPC)Hmgu>,homozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Ppil3,Ppil3<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Tmem63b,Tmem63b<tm1b(EUCOMM)Wtsi>,heterozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,9.0,9.0,True,True,9.0,True,9.0,True,9.0,True,9.0,True,9.0,True,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,,,,,
Strn4,Strn4<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Lrrc17,Lrrc17<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,7.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Rbbp8nl,Rbbp8nl<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Adrb3,Adrb3<em1(IMPC)Krb>,homozygote,KMPC,420.0,209.0,211.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Mybbp1a,Mybbp1a<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,960.0,475.0,485.0,OK,False,True,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Cnih2,Cnih2<tm1b(KOMP)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Gja8,Gja8<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Cysltr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experimental groups found,0.0,0.0,0.0,0.0
Adgrd1,Adgrd1<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,False,True,False,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
Dusp18,Dusp18<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,,,,,
4930558K02Rik,4930558K02Rik<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Fam72a,Fam72a<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Abce1,Abce1<tm1.1(KOMP)Vlcg>,heterozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Larp7,Larp7<tm1dIcs>,heterozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,,,,,
Zer1,Zer1<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Specc1l,Specc1l<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Zbtb24,Zbtb24<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,960.0,475.0,485.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,3.0,True,True,4.0,True,4.0,True,4.0,True,3.0,True,3.0,True,,,,,
Slc12a5,Slc12a5<em1(IMPC)Mbp>,heterozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Prss55,Prss55<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,6.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,6.0,True,,,,,
Lpp,Lpp<tm1b(KOMP)Wtsi>,homozygote,HMGU,1909.0,959.0,950.0,OK,False,True,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Lpp,Lpp<tm1b(KOMP)Wtsi>,heterozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Nrcam,Nrcam<tm2e.1(KOMP)Wtsi>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Nrcam,Nrcam<tm2e.1(KOMP)Wtsi>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Mtmr2,Mtmr2<em1(IMPC)Hmgu>,homozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,3.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,3.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Slitrk5,Slitrk5<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Arg2,Arg2<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Acyp1,Acyp1<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Efna5,Efna5<tm1b(EUCOMM)Wtsi>,homozygote,HMGU,960.0,475.0,485.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,3.0,True,True,4.0,True,4.0,True,4.0,True,3.0,True,4.0,True,,,,,
Pygo2,Pygo2<tm1b(EUCOMM)Wtsi>,heterozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Faxc,Faxc<em1(IMPC)J>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Aptx,Aptx<tm1b(EUCOMM)Hmgu>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Egr1,Egr1<tm1b(NCOM)Mfgc>,heterozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Egr1,Egr1<tm1b(NCOM)Mfgc>,homozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Cacna1s,Cacna1s<tm1.1(KOMP)Vlcg>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,,,,,
Alkbh6,Alkbh6<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,3.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,3.0,True,,,,,
Fam219a,Fam219a<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,7.0,6.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,6.0,True,8.0,7.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,7.0,True,,,,,
Cdc27,Cdc27<tm1dIcs>,heterozygote,ICS,1512.0,767.0,745.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Neil2,Neil2<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Amelx,Amelx<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,False,True,False,0.0,0.0,False,False,,,,,,,,,,,7.0,5.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,5.0,True,,,,,
Amelx,Amelx<em1(IMPC)Ccpcz>,hemizygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,False,False,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Amelx,Amelx<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,False,True,False,0.0,0.0,False,False,,,,,,,,,,,11.0,11.0,True,True,11.0,True,11.0,True,11.0,True,11.0,True,11.0,True,,,,,
Cndp2,Cndp2<em1(IMPC)Mbp>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Ccdc146,Ccdc146<em1(IMPC)J>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Dnajb3,Dnajb3<tm1.1(KOMP)Vlcg>,homozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,3.0,3.0,True,True,3.0,True,3.0,True,3.0,True,3.0,True,3.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Tmem88,Tmem88<em1(IMPC)Kmpc>,homozygote,KMPC,420.0,209.0,211.0,OK,False,False,False,2.0,0.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,0.0,False,2.0,1.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,1.0,False,,,,,
Med20,Med20<em1(IMPC)J>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Art4,Art4<tm1a(KOMP)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Dapk1,Dapk1<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Atp10a,Atp10a<em1(IMPC)Tcp>,homozygote,TCP,588.0,293.0,295.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Garin1a,Garin1a<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,3446.0,1701.0,1745.0,OK,True,True,True,9.0,9.0,True,True,9.0,True,9.0,True,9.0,True,9.0,True,9.0,True,8.0,8.0,True,True,8.0,True,8.0,True,8.0,True,8.0,True,8.0,True,,,,,
Rln1,Rln1<tm1.1(KOMP)Vlcg>,homozygote,RBRC,296.0,239.0,57.0,OK,True,False,False,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,0.0,0.0,False,False,,,,,,,,,,,,,,,
Gdf10,Gdf10<tm2b(KOMP)Wtsi>,homozygote,UC Davis,574.0,285.0,289.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Sec13,Sec13<em1(IMPC)Hmgu>,heterozygote,HMGU,1909.0,959.0,950.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Wwp1,Wwp1<em1(IMPC)H>,homozygote,MRC Harwell,346.0,169.0,177.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,,,,,
Wwp1,Wwp1<em1(IMPC)Marc>,homozygote,MARC,147.0,83.0,64.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Poln,Poln<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Lrrc23,Lrrc23<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,906.0,454.0,452.0,OK,False,True,False,1.0,1.0,False,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,5.0,5.0,True,True,5.0,True,5.0,True,5.0,True,5.0,True,5.0,True,,,,,
Dap3,Dap3<em1(IMPC)J>,heterozygote,JAX,2541.0,1264.0,1277.0,OK,True,True,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,4.0,True,True,4.0,True,4.0,True,4.0,True,4.0,True,4.0,True,,,,,
Setd5,Setd5<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,906.0,454.0,452.0,OK,True,False,False,7.0,7.0,True,True,7.0,True,7.0,True,7.0,True,7.0,True,7.0,True,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
Rnf10,Rnf10<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,860.0,434.0,426.0,OK,False,False,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,2.0,False,False,2.0,False,2.0,False,2.0,False,2.0,False,2.0,False,,,,,
