gene_symbol,total_groups,male_analyzable,female_analyzable,both_sex_analyzable,max_male_mice,max_female_mice,max_male_complete_data,max_female_complete_data,max_male_controls,max_female_controls
Anks3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cd7,1,True,True,True,10.0,10.0,10.0,10.0,767.0,745.0
Vamp8,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Adam30,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Slc25a30,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Dnajc7,1,False,True,False,1.0,5.0,1.0,5.0,1264.0,1277.0
Morn3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Vps53,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Trim68,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Lingo2,1,False,False,False,3.0,2.0,2.0,1.0,209.0,211.0
Nrp1,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Entpd8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Anxa13,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Sall3,1,True,True,True,8.0,7.0,8.0,5.0,1701.0,1745.0
Fdx1,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Nfil3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pglyrp4,1,True,True,True,8.0,7.0,7.0,6.0,1701.0,1745.0
Hpf1,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Rras2,1,True,True,True,7.0,8.0,6.0,5.0,1701.0,1745.0
Ano2,1,True,True,True,10.0,11.0,10.0,9.0,1701.0,1745.0
Stk3,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Pstpip1,1,True,True,True,8.0,8.0,3.0,3.0,1701.0,1745.0
Dlx4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Myh13,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fer1l4,1,True,False,False,4.0,2.0,4.0,2.0,169.0,177.0
Nek7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tubgcp2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mex3b,1,True,True,True,8.0,9.0,8.0,8.0,1701.0,1745.0
Ins1,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Gabarapl1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Nhp2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Vav2,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Klrb1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Cep135,1,True,True,True,5.0,4.0,5.0,4.0,1264.0,1277.0
Saa3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmem108,1,True,True,True,7.0,8.0,7.0,8.0,767.0,745.0
Rep15,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
4931429L15Rik,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Crlf3,2,False,True,False,2.0,3.0,2.0,3.0,454.0,452.0
Zfp280c,2,True,True,False,4.0,4.0,4.0,4.0,959.0,950.0
Pus7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ipo8,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tspan15,2,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Cct3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Arhgef10,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tlcd5,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Edc4,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Stard8,2,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
F2rl1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gstp1,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Rwdd2b,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Gpr15,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
2610028H24Rik,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cilk1,1,True,True,True,4.0,4.0,4.0,4.0,285.0,289.0
Epha10,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Lipn,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rcan1,1,True,True,True,6.0,8.0,6.0,8.0,767.0,745.0
Pomk,1,True,False,False,8.0,6.0,7.0,1.0,959.0,950.0
Tle1,2,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Clvs1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Il2ra,1,True,True,True,7.0,6.0,7.0,6.0,767.0,745.0
Cdc37l1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Cntd1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Prokr1,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ces3b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Atg4c,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Rab11fip2,2,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Dlk1,1,False,True,False,1.0,4.0,1.0,4.0,454.0,452.0
Coro6,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Rnf19b,2,True,True,True,7.0,9.0,5.0,3.0,1701.0,1745.0
Ptpn20,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Serpina7,2,True,True,False,3.0,3.0,3.0,3.0,1264.0,1277.0
Gin1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Esd,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nedd4,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Ccnt1,2,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Dnajc27,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Amigo2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
1700008P02Rik,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc1a1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ddr1,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Paf1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Brcc3dc,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Pycr1,1,False,True,False,2.0,4.0,2.0,4.0,1264.0,1277.0
Cbr2,1,True,False,False,4.0,1.0,4.0,1.0,454.0,452.0
Tbck,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nxnl2,2,True,True,True,8.0,10.0,8.0,8.0,1701.0,1745.0
Hdac1,1,False,False,False,4.0,4.0,2.0,1.0,475.0,485.0
Mgat1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Adamts16,2,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Slc10a1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Oas1g,2,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Gm94,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gstm3,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
St14,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sel1l,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Aldh1b1,2,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Gnpda2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ssr2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Plekhg3,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Aqp3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Zdhhc11,1,True,True,True,4.0,5.0,4.0,5.0,1264.0,1277.0
Apof,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Clrn3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Il18rap,2,True,True,True,8.0,7.0,8.0,7.0,767.0,745.0
Exoc6b,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Abca2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mrgprb2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cited4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ccr3,1,True,True,True,7.0,8.0,7.0,8.0,1701.0,1745.0
Prss57,1,True,True,True,7.0,8.0,6.0,3.0,1701.0,1745.0
Pom121l2,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Aktip,1,True,False,False,3.0,2.0,3.0,2.0,293.0,295.0
Gde1,2,True,True,True,4.0,5.0,4.0,4.0,475.0,485.0
Tbx20,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Acadm,1,False,False,False,,,,,,
Ccdc117,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Khsrp,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cmas,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Cbx5,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Med1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cldn23,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
2700097O09Rik,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Clec9a,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Slc39a8,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Tnni1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Clrn2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Wdr27,1,True,True,True,7.0,7.0,7.0,4.0,1701.0,1745.0
Mkrn2,2,True,True,True,5.0,5.0,5.0,5.0,454.0,452.0
Vps13b,1,False,True,False,2.0,4.0,2.0,4.0,293.0,295.0
Ldlrad4,1,True,False,False,5.0,0.0,5.0,0.0,454.0,452.0
Il17a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rps6kl1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Serpinb5,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Odf4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Abtb2,1,True,False,False,3.0,2.0,3.0,2.0,454.0,452.0
Fbxw15,1,True,True,True,8.0,8.0,8.0,6.0,1701.0,1745.0
Kctd19,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kcng3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nmb,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dynll1,1,True,True,True,5.0,3.0,5.0,3.0,454.0,452.0
Mrpl58,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Cd27,1,True,True,True,8.0,8.0,7.0,8.0,1701.0,1745.0
Emx1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Orc1,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gls2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Dlgap2,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Slc6a3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kcnh7,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Pycr2,1,True,True,True,5.0,3.0,5.0,3.0,454.0,452.0
Pax5,1,True,True,True,3.0,4.0,3.0,3.0,475.0,485.0
Satb1,2,True,True,True,7.0,8.0,7.0,8.0,1264.0,1277.0
Cd5l,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Bbs4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Grm3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Nkiras1,1,True,True,True,9.0,8.0,9.0,8.0,1701.0,1745.0
L3mbtl3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Car3,2,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Fam168a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rbmx,2,True,True,False,4.0,4.0,4.0,4.0,454.0,452.0
Arhgef16,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mapk11,1,False,False,False,,,,,,
Ylpm1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kif2c,1,True,False,False,3.0,0.0,3.0,0.0,239.0,57.0
Cimap1d,2,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cabin1,1,True,True,True,8.0,8.0,7.0,8.0,1701.0,1745.0
Clec2g,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc39a7,1,True,True,True,3.0,3.0,3.0,3.0,285.0,289.0
Hcar1,1,True,True,True,8.0,8.0,8.0,5.0,1701.0,1745.0
Arl16,1,True,True,True,8.0,7.0,8.0,7.0,1701.0,1745.0
Cmtm3,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Avpi1,1,True,True,True,4.0,4.0,4.0,3.0,475.0,485.0
Irf7,1,True,False,False,5.0,1.0,5.0,1.0,454.0,452.0
Aoah,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pdgfrb,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Mpped2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc22a4,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Macir,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rasa3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Naa35,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Eef1akmt2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sp5,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Sfxn1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Wiz,1,True,True,True,8.0,7.0,7.0,7.0,1701.0,1745.0
Rnf144b,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Tspan7,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Cyp4f16,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Fam204a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cstad,1,False,True,False,1.0,4.0,1.0,4.0,1264.0,1277.0
Fbln7,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pabpc5,1,False,False,False,,,,,,
Pank4,1,False,False,False,2.0,2.0,1.0,1.0,209.0,211.0
Tafa3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nectin4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hilpda,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Col6a2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fnip1,2,True,True,True,7.0,8.0,6.0,5.0,1701.0,1745.0
Efcab6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dach1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fam170a,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Bach1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kdm5c,1,False,True,False,0.0,7.0,0.0,7.0,767.0,745.0
Snx22,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mtpap,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Asb18,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mtcp1,2,True,True,False,4.0,4.0,4.0,4.0,959.0,950.0
Dynlt2b,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Dele1,1,True,True,True,8.0,8.0,4.0,8.0,1701.0,1745.0
Aire,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ipo11,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nptn,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Sec31b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Wdr49,1,True,True,True,8.0,8.0,4.0,4.0,1701.0,1745.0
Padi3,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Pgam5,1,True,True,True,6.0,9.0,6.0,9.0,767.0,745.0
Disc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Crisp2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rasgef1b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ocm,1,True,True,True,5.0,3.0,5.0,3.0,454.0,452.0
Tmbim7,1,True,True,True,4.0,4.0,4.0,4.0,285.0,289.0
Odaph,1,True,True,True,8.0,7.0,8.0,7.0,1701.0,1745.0
Ddc,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Phgdh,1,False,True,False,2.0,3.0,2.0,3.0,209.0,211.0
Wnt3a,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Sgk2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Eif4g2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Drc7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mettl5,2,True,True,True,10.0,10.0,10.0,9.0,959.0,950.0
Hapln1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Cttnbp2nl,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Anapc15,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Glo1,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Tmem256,1,True,True,True,4.0,3.0,4.0,3.0,285.0,289.0
Ky,1,False,False,False,2.0,2.0,2.0,2.0,1264.0,1277.0
Kpna2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cyp2u1,2,True,True,True,6.0,8.0,6.0,8.0,1264.0,1277.0
Slc35f5,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Pfdn6,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Kbtbd12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Atp6v1f,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Vsig8,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sh2b1,1,True,True,True,5.0,8.0,5.0,8.0,767.0,745.0
Atp5mc2,2,False,True,False,4.0,4.0,2.0,4.0,475.0,485.0
Gins2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Kcnab2,1,False,False,False,,,,,,
Ptcd3,1,False,True,False,2.0,4.0,2.0,4.0,1264.0,1277.0
Tmem79,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fah,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Serinc2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Psip1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Usp35,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ncoa5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Myh14,1,True,False,False,6.0,2.0,6.0,2.0,454.0,452.0
Rin1,1,False,False,False,2.0,2.0,2.0,1.0,169.0,177.0
Arhgef1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Apbb3,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Dusp12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sez6l,1,True,False,False,3.0,2.0,3.0,2.0,434.0,426.0
Derl2,1,True,True,True,10.0,10.0,10.0,10.0,767.0,745.0
Slc41a2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rab11fip4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pak1ip1,1,False,True,False,2.0,3.0,2.0,3.0,293.0,295.0
Myom2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Abcb11,2,True,False,False,4.0,4.0,4.0,1.0,475.0,485.0
Klf4,1,True,False,False,7.0,2.0,5.0,1.0,209.0,211.0
Cdc42ep3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Inf2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ghrh,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mcl1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc13a3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Arhgef12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dtx3,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
A830019P07Rik,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Mir100,1,False,False,False,2.0,3.0,2.0,2.0,209.0,211.0
Itsn2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Arglu1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pramex1,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Mdp1,1,True,True,True,4.0,5.0,4.0,5.0,1264.0,1277.0
Pink1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Ryr1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Slc44a2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Spata25,1,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
Vdr,1,True,False,False,3.0,4.0,3.0,2.0,959.0,950.0
Tent5a,1,True,True,True,9.0,6.0,9.0,6.0,1701.0,1745.0
Mdk,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
C1rl,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Zfp423,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dffb,1,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
Panx2,1,True,False,False,3.0,2.0,3.0,2.0,285.0,289.0
Ndufc2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tlk1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
D16Ertd472e,1,True,True,True,7.0,8.0,7.0,8.0,767.0,745.0
Enc1,1,True,False,False,5.0,0.0,5.0,0.0,454.0,452.0
Cmtm5,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Pglyrp3,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Pfkfb3,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Xkr5,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Eea1,2,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Ccdc83,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Pbx3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Tuba1c,2,True,False,False,3.0,2.0,3.0,2.0,1264.0,1277.0
Smarce1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cox18,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Vamp4,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Psme1,1,False,False,False,2.0,1.0,2.0,1.0,285.0,289.0
Cbl,2,True,True,True,8.0,7.0,8.0,7.0,767.0,745.0
Aspn,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Zfp260,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Timp3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ncoa1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Krt33b,1,True,True,True,8.0,7.0,3.0,3.0,1701.0,1745.0
Morc4,1,False,False,False,,,,,,
Herc1,3,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Fbxo2,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Zc3h7b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Aatf,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Igsf9,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mon1a,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Csf3r,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tktl2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ptgfrn,1,True,True,True,3.0,5.0,3.0,5.0,959.0,950.0
Cmya5,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dennd1c,2,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
Retreg2,1,True,False,False,8.0,7.0,3.0,2.0,1701.0,1745.0
Ror2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Noc4l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Prpf6,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Pabpn1l,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Gp6,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Fbxw16,1,True,True,True,7.0,8.0,7.0,8.0,1701.0,1745.0
Rasgef1a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Agfg2,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Paqr7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Otoa,1,True,True,True,4.0,4.0,4.0,4.0,285.0,289.0
Cfap418,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Specc1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dip2c,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Zdhhc19,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gpr176,1,True,False,False,3.0,2.0,3.0,2.0,169.0,177.0
Prox2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Dbn1,10,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Abca6,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Zc3h8,1,True,True,True,8.0,8.0,4.0,4.0,1701.0,1745.0
Stk26,2,True,True,False,8.0,8.0,8.0,7.0,1701.0,1745.0
Fbxo38,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Mdm1,1,False,False,False,2.0,2.0,1.0,1.0,209.0,211.0
Tspan8,1,True,True,True,3.0,4.0,3.0,4.0,959.0,950.0
Reg1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Klrk1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Apol8,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sytl4,2,True,False,False,4.0,4.0,3.0,1.0,959.0,950.0
Syt8,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Naa38,1,True,True,True,10.0,12.0,9.0,9.0,1701.0,1745.0
A1cf,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sirt5,1,True,False,False,4.0,3.0,3.0,2.0,475.0,485.0
Camsap3,1,False,True,False,1.0,6.0,1.0,6.0,454.0,452.0
Cacnb2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Myh10,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gapdh,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
