gene_symbol,total_groups,male_analyzable,female_analyzable,both_sex_analyzable,max_male_mice,max_female_mice,max_male_complete_data,max_female_complete_data,max_male_controls,max_female_controls
Oxr1,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Katnb1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Ppp1r12b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gp1bb,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Speg,1,True,False,False,3.0,2.0,3.0,2.0,83.0,64.0
Wfdc2,1,False,False,False,2.0,2.0,2.0,0.0,169.0,177.0
Aff2,2,True,True,False,5.0,8.0,4.0,8.0,959.0,950.0
Vps13d,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Hsd17b1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ulk3,1,True,False,False,3.0,2.0,3.0,2.0,293.0,295.0
Wee1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Chrna2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ang,1,False,False,False,1.0,2.0,1.0,2.0,285.0,289.0
Agbl1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Btnl1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fbxo48,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ltbp4,1,False,False,False,,,,,,
Ddx54,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Creld2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Zfp267,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Adamts6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fuca1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kirrel1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Wdr33,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Washc3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Riiad1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ranbp2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Arhgef5,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Eef1d,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Klk9,1,False,True,False,1.0,4.0,1.0,4.0,454.0,452.0
Nt5e,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Atp8b3,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Snx31,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Tspan13,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Mink1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Flii,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mtap,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ap1g1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Tram1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pcsk4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mroh2b,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Wdr41,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Acvr1b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Sccpdh,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Frs2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Cxcl1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmem87b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mr1,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Tomm22,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfp474,1,False,True,False,8.0,8.0,1.0,4.0,1701.0,1745.0
Pitx1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Usp50,1,False,True,False,2.0,3.0,2.0,3.0,83.0,64.0
Adgrf5,1,True,False,False,4.0,0.0,4.0,0.0,293.0,295.0
Tpo,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Tmem116,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Lat,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Hdac2,1,False,False,False,2.0,2.0,1.0,1.0,209.0,211.0
Cldn18,1,False,False,False,1.0,2.0,1.0,2.0,285.0,289.0
Krt74,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Irgq,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Hpcal4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Egfl8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Catsper2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Myrfl,1,True,False,False,3.0,2.0,3.0,2.0,454.0,452.0
Slc2a2,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Ccdc122,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Yy2,1,False,False,False,,,,,,
Th,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Semg1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Hs3st3b1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lrfn2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Eef1akmt1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Spata3,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Serpinb9c,1,True,True,True,5.0,3.0,5.0,3.0,1264.0,1277.0
Ctsz,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Mbd1,1,True,True,True,3.0,3.0,3.0,3.0,454.0,452.0
Bicral,1,False,False,False,2.0,2.0,2.0,2.0,1264.0,1277.0
Dppa1,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Clcn1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Glipr2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfyve28,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Zfp541,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Olfm4,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Stoml2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lrp1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
H2bc4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Taf13,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Apom,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
P3h1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tbx3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Kdm1a,1,True,False,False,3.0,2.0,3.0,2.0,83.0,64.0
Ndufb8,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Eppin,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Bnc2,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Hao2,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Sppl2b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Slc23a3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Tgds,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Bcl3,1,True,False,False,4.0,2.0,3.0,2.0,169.0,177.0
Tlr4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Acvr2b,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fcmr,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Adgrv1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc44a4,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Got2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Amt,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rbm33,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Klhl32,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Stpg3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Prkab2,1,False,False,False,2.0,1.0,2.0,1.0,434.0,426.0
D930020B18Rik,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Map3k9,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Il10rb,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Ccdc191,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Irx2,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Ficd,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Ibtk,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Tmem115,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmigd1,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Ndrg1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rab39,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Klhl12,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mc3r,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Kifc2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Egfem1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gsdma3,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Mettl26,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Il6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Hesx1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ms4a4a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ilrun,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Scoc,1,False,True,False,2.0,4.0,2.0,4.0,1264.0,1277.0
Ldaf1,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Sec24b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Tmem51,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Septin14,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mical2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Retsat,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ptma,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fkbp3,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Orc6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dcxr,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mrpl3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bloc1s4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Kif13b,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Gpc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sowaha,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tprg1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ankrd65,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Rasd1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mapk13,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Ripk3,1,False,True,False,2.0,3.0,2.0,3.0,285.0,289.0
Golga7b,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gmip,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Adgrg4,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Plau,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Kif3c,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Myo3b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hbb-bh2,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Nhsl2,1,False,False,False,,,,,,
Adamts12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Srprb,1,False,False,False,2.0,1.0,2.0,1.0,169.0,177.0
Xrcc3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pttg1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Hmox2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Naxe,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Fmo3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Supt3,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Dnase1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Vps33a,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Hyls1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ssr1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gja10,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tafa1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ube2i,1,False,False,False,2.0,2.0,2.0,2.0,1264.0,1277.0
Ifit3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Megf6,1,False,False,False,2.0,2.0,1.0,1.0,209.0,211.0
Dnajc21,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Nsun7,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Lztr1,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Cdh26,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cd79a,1,False,False,False,1.0,2.0,1.0,2.0,36.0,34.0
Pdia2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gda,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Npas3,1,False,True,False,2.0,3.0,2.0,3.0,209.0,211.0
Trh,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ido2,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Boc,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Dlg2,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Gnl1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Itga3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cldn3,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Itpr1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Nav2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rapsn,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Oprl1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Trmt9b,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Helq,1,True,False,False,4.0,2.0,4.0,2.0,285.0,289.0
Zfp512,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mob2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Cibar1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Zc3h7a,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
BC048671,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Afap1l2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc41a1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Kmo,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tnfrsf11b,1,False,True,False,2.0,3.0,2.0,3.0,285.0,289.0
Tyk2,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Tdrp,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nosip,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ildr1,1,True,False,False,5.0,2.0,5.0,2.0,454.0,452.0
Apobr,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gtpbp2,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pon2,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Slc1a4,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Gprc6a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Crispld2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ddost,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pla2g4d,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dhx9,1,False,False,False,4.0,4.0,0.0,0.0,959.0,950.0
Ncoa2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Oxtr,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Larp1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mrgprd,1,False,True,False,2.0,3.0,2.0,3.0,1264.0,1277.0
1700003F12Rik,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Lkaaear1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rasgef1c,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Plod1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pou2af3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Phc3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zbtb9,1,True,False,False,4.0,0.0,4.0,0.0,1264.0,1277.0
Fstl3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cntnap5b,1,False,True,False,2.0,4.0,2.0,4.0,1264.0,1277.0
Pcdhb4,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Pcnt,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Chp2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nmur1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lrrtm3,1,False,False,False,1.0,2.0,1.0,2.0,285.0,289.0
Scnn1b,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Cbx6,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Tex36,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ankle1,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Inhbb,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Adissp,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cnot10,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Golt1b,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Msl3,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Cebpz,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Gpr65,1,True,False,False,3.0,1.0,3.0,1.0,285.0,289.0
Sst,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Furin,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Mgst2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gpd1,1,False,False,False,,,,,,
Col17a1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nat8f5,1,False,True,False,2.0,3.0,2.0,3.0,434.0,426.0
Tnip1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Wdr36,1,False,True,False,2.0,3.0,2.0,3.0,1264.0,1277.0
Ppp1r42,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Mipep,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cacna2d2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gnaz,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dbil5,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Pappa,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Zfp638,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ankrd6,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Thsd7b,1,False,False,False,2.0,2.0,2.0,1.0,209.0,211.0
Elovl5,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Tmem33,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cstdc2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Gpr160,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cpxm1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Slc38a2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Nbeal2,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Traf2,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Dicer1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Fbxo22,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Cacna1f,1,False,False,False,,,,,,
Dpf3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fdx2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tldc2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Prrg2,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Usp29,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Eya4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pdxdc1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pclaf,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Prodh,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pdyn,1,True,False,False,4.0,0.0,4.0,0.0,38.0,6.0
Nubpl,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Slc7a8,2,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Arhgap29,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hif1an,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
AW112010,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Cops9,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pdia4,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
1700008O03Rik,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Ccr9,1,False,False,False,1.0,2.0,1.0,2.0,36.0,34.0
Slc11a1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mmgt2,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Garin3,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Rhbdl2,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Alms1,1,True,False,False,3.0,1.0,3.0,0.0,169.0,177.0
Pparg,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Ap5s1,1,False,False,False,,,,,,
Csnk1g2,1,False,True,False,4.0,4.0,2.0,3.0,475.0,485.0
Lyst,1,False,True,False,0.0,4.0,0.0,4.0,293.0,295.0
Tor1aip1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Pkd2l2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Tacr3,1,True,True,True,4.0,6.0,4.0,6.0,1264.0,1277.0
Myom1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hivep1,1,False,False,False,1.0,2.0,1.0,2.0,285.0,289.0
Tlr2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zfp469,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Wdr53,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dennd1a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rfx7,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Lclat1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmem177,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rufy1,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Erp44,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Prss16,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Iqce,1,False,False,False,,,,,,
Ppm1j,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Cln6,1,True,False,False,4.0,0.0,4.0,0.0,293.0,295.0
Kcna5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Naa16,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Chrdl1,1,False,False,False,,,,,,
Stat4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Acnat2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Dusp5,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Grtp1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Phf20l1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Hhatl,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Eif2s1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dnpep,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Deup1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nthl1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dynlrb1,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Zc3hav1l,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sag,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Ccnb1ip1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pop4,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Rnf115,1,False,False,False,2.0,1.0,2.0,1.0,169.0,177.0
Chil4,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Rbm48,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ampd2,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Fuz,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ndfip2,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Grik3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Scg5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Crtac1,1,False,False,False,2.0,2.0,2.0,1.0,169.0,177.0
Zfp202,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Plekhm1,1,True,False,False,3.0,1.0,3.0,1.0,293.0,295.0
Pde5a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nup155,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Xpo1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pde7b,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fzd4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ccdc85a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Idh2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Armcx1,1,False,False,False,,,,,,
Nodal,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Defb43,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Chd8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
G2e3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rmnd5b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Parp4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
