gene_symbol,allele_symbol,zygosity,phenotyping_center,genetic_background,equipment_manufacturer,equipment_model,pipeline_name,n_mutants,n_mutants_complete,n_controls_matched,n_controls_matched_complete,n_controls_matched_abr001,n_controls_matched_abr001_complete
Mettl24,Mettl24<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mgat4c,Mgat4c<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Micu2,Micu2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Minar2,Minar2<tm1b(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Mir146,Mir146<tm1Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mir96,Mir96<tm2.2(IMPC)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mir96,Mir96<tm2.2(IMPC)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,6,6,906,904,906,904
Mir96,Mir96<tm3.2(IMPC)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,5,5,906,904,906,904
Mkrn2,Mkrn2<em1(IMPC)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mkrn2,Mkrn2<tm1b(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,10,10,906,904,906,904
Mlec,Mlec<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mllt3,Mllt3<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Mmp16,Mmp16<tm1b(EUCOMM)Wtsi>,homozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Mmrn1,Mmrn1<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Mospd1,Mospd1<tm1a(KOMP)Wtsi>,hemizygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,5,5,906,904,906,904
Mpg,Mpg<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mpo,Mpo<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Mrap2,Mrap2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mrm1,Mrm1<tm2a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mroh4,Mroh4<tm1b(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mroh9,Mroh9<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,7,7,906,904,906,904
Mrps21,Mrps21<tm1e(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,5,5,906,904,906,904
Mrps5,Mrps5<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mtch2,Mtch2<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Mtss2,Mtss2<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mxra7,Mxra7<tm1b(EUCOMM)Wtsi>,homozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Mybbp1a,Mybbp1a<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,involves: C57BL/6NTac,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",German Mouse Clinic,6,6,960,755,80,69
Mybphl,Mybphl<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mybphl,Mybphl<tm1b(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Mybphl,Mybphl<tm1b(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,1,1,906,904,906,904
Myh14,Myh14<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Myh7b,Myh7b<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Myo10,Myo10<tm2(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,11,11,906,904,906,904
Myo7a,Myo7a<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Myo9a,Myo9a<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Myrfl,Myrfl<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,5,5,906,904,906,904
Myt1l,Myt1l<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Naaa,Naaa<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,10,9,906,904,906,904
Nacad,Nacad<tm1(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Nacc2,Nacc2<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,6,6,906,904,906,904
Nadk2,Nadk2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Naga,Naga<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nat10,Nat10<tm1a(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Natd1,Natd1<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nbeal2,Nbeal2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Ncf2,Ncf2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Ndfip2,Ndfip2<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,involves: C57BL/6NTac,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",German Mouse Clinic,8,8,960,755,80,69
Ndufb8,Ndufb8<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nebl,Nebl<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nek3,Nek3<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nek9,Nek9<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nelfe,Nelfe<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,7,7,906,904,906,904
Nfkbil1,Nfkbil1<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Ngrn,Ngrn<tm1a(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nherf2,Nherf2<tm2a(EUCOMM)Hmgu>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,6,6,906,904,906,904
Nherf4,Nherf4<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Nhlrc2,Nhlrc2<tm1a(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nhp2,Nhp2<tm1a(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Ninj2,Ninj2<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nipsnap3a,Nipsnap3a<tm1b(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nme4,Nme4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nmrk1,Nmrk1<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Npat,Npat<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nptn,Nptn<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Nrbp1,Nrbp1<tm3b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nrde2,Nrde2<tm2a(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nubpl,Nubpl<tm1b(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nudt12,Nudt12<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nup85,Nup85<tm1a(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,6,6,906,904,906,904
Nutm2,Nutm2<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Nxn,Nxn<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Nxn,Nxn<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Oaf,Oaf<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Oas1g,Oas1g<tm3e(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Ocm,Ocm<tm1e(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Ogdh,Ogdh<tm1e(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Oog2,Oog2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,6,6,906,904,906,904
Orc1,Orc1<tm1a(KOMP)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Orc3,Orc3<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Os9,Os9<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,7,7,906,904,906,904
Osbpl3,Osbpl3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Otub1,Otub1<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Otud7b,Otud7b<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,8,8,906,904,906,904
Oxr1,Oxr1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
P2rx6,P2rx6<tm2b(EUCOMM)Wtsi>,homozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
P2rx7,P2rx7<tm1b(EUCOMM)Wtsi>,homozygote,HMGU,involves: C57BL/6NTac,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",German Mouse Clinic,8,6,960,755,80,69
Pabir3,Pabir3<tm1b(EUCOMM)Wtsi>,hemizygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pabpc4,Pabpc4<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pabpn1l,Pabpn1l<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pacsin3,Pacsin3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pam16,Pam16<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pbdc1,Pbdc1<tm2a(KOMP)Wtsi>,hemizygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pbx3,Pbx3<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Pced1a,Pced1a<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,7,7,906,904,906,904
Pclaf,Pclaf<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pdcd2,Pdcd2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,6,6,906,904,906,904
Pdia4,Pdia4<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pdk3,Pdk3<tm2a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pdpn,Pdpn<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,4,4,860,858,400,400
Pdpn,Pdpn<tm1b(EUCOMM)Wtsi>,homozygote,MRC Harwell,involves: C57BL/6NTac,Intelligent Hearing Systems,Smart EP,Harwell,1,1,860,858,400,400
Pdxk,Pdxk<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pdzk1,Pdzk1<tm2b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,6,6,906,904,906,904
Pear1,Pear1<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pepd,Pepd<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,7,7,906,904,906,904
Pfkfb4,Pfkfb4<tm1a(KOMP)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Pgap2,Pgap2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,4,4,906,904,906,904
Phtf2,Phtf2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,involves: C57BL/6N,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",MGP Select Pipeline,5,5,906,904,906,904
