gene_symbol,allele_symbol,zygosity,n_mutants_with_data,impc_mutant_n,impc_control_n,n_abr_params_in_stats,n_abr_params_processed,no_impc_abr_result,status
Minar2,Minar2<tm1b(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Mir146,Mir146<tm1Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Mir96,Mir96<tm2.2(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Mir96,Mir96<tm2.2(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Mir96,Mir96<tm3.2(IMPC)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Mkrn2,Mkrn2<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Mkrn2,Mkrn2<tm1b(KOMP)Wtsi>,homozygote,10,10.0,807.0,6,6,False,analysed
Mospd1,Mospd1<tm1a(KOMP)Wtsi>,hemizygote,5,5.0,807.0,6,6,False,analysed
Mpg,Mpg<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Mroh4,Mroh4<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Mroh9,Mroh9<tm1a(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Mrps21,Mrps21<tm1e(EUCOMM)Wtsi>,heterozygote,5,5.0,807.0,6,6,False,analysed
Mrps5,Mrps5<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Mybphl,Mybphl<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Mybphl,Mybphl<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Myh7b,Myh7b<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Myo9a,Myo9a<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Naaa,Naaa<tm1a(KOMP)Wtsi>,homozygote,9,10.0,807.0,6,6,False,analysed
Nacc2,Nacc2<tm2b(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Nadk2,Nadk2<tm1b(EUCOMM)Wtsi>,heterozygote,8,8.0,807.0,6,6,False,analysed
Nat10,Nat10<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Natd1,Natd1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ncf2,Ncf2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ndufb8,Ndufb8<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Nebl,Nebl<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Nek3,Nek3<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Nek9,Nek9<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Nelfe,Nelfe<tm1a(EUCOMM)Wtsi>,heterozygote,7,7.0,807.0,6,6,False,analysed
Nfkbil1,Nfkbil1<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Nherf2,Nherf2<tm2a(EUCOMM)Hmgu>,homozygote,6,6.0,807.0,6,6,False,analysed
Nhlrc2,Nhlrc2<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Nipsnap3a,Nipsnap3a<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Nmrk1,Nmrk1<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Npat,Npat<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Nrbp1,Nrbp1<tm3b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Nrde2,Nrde2<tm2a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Nubpl,Nubpl<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Nudt12,Nudt12<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Nutm2,Nutm2<tm2b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Nxn,Nxn<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Oaf,Oaf<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Oog2,Oog2<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Orc1,Orc1<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Otud7b,Otud7b<tm1b(EUCOMM)Wtsi>,heterozygote,8,8.0,807.0,6,6,False,analysed
Pabir3,Pabir3<tm1b(EUCOMM)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Pam16,Pam16<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pced1a,Pced1a<tm1b(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Pclaf,Pclaf<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Pdcd2,Pdcd2<tm1b(EUCOMM)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Pdia4,Pdia4<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Pdzk1,Pdzk1<tm2b(EUCOMM)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Pepd,Pepd<tm1a(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Pgap2,Pgap2<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pierce1,Pierce1<tm2b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Pigf,Pigf<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pigl,Pigl<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pitrm1,Pitrm1<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pitx1,Pitx1<em1(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pla2g6,Pla2g6<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Pld3,Pld3<tm1e(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Plet1,Plet1<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Plscr2,Plscr2<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Plxnb3,Plxnb3<tm1a(KOMP)Wtsi>,hemizygote,6,6.0,807.0,6,6,False,analysed
Polb,Polb<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pold3,Pold3<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Polr3g,Polr3g<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ppil3,Ppil3<tm1b(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Pramel15,Pramel15<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Pramel31,Pramel31<tm2b(KOMP)Wtsi>,homozygote,9,9.0,807.0,6,6,False,analysed
Prkab1,Prkab1<tm1b(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Prrc2b,Prrc2b<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Prrg2,Prrg2<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Prrt2,Prrt2<tm1a(KOMP)Wtsi>,homozygote,9,9.0,807.0,6,6,False,analysed
Prss52,Prss52<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Prss53,Prss53<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Psph,Psph<tm1a(EUCOMM)Hmgu>,heterozygote,5,5.0,807.0,6,6,False,analysed
Pth1r,Pth1r<tm1a(EUCOMM)Hmgu>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ptprd,Ptprd<tm2a(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Pus10,Pus10<tm1b(EUCOMM)Hmgu>,homozygote,3,3.0,807.0,6,6,False,analysed
Pwp1,Pwp1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Pycr2,Pycr2<tm1a(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Rab17,Rab17<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Rab21,Rab21<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Rala,Rala<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Raph1,Raph1<tm1b(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Rbak,Rbak<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Rbm14,Rbm14<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Rbm33,Rbm33<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Rbmx,Rbmx<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Rbmx,Rbmx<tm2b(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Reg3d,Reg3d<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Repin1,Repin1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Rhox13,Rhox13<tm1a(KOMP)Wtsi>,hemizygote,6,6.0,807.0,6,6,False,analysed
Rhox13,Rhox13<tm1a(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Rhox13,Rhox13<tm1b(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Rida,Rida<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Rimbp2,Rimbp2<em1(IMPC)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Rnasek,Rnasek<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Rnf10,Rnf10<tm1b(KOMP)Wtsi>,homozygote,11,11.0,807.0,6,6,False,analysed
Rnf125,Rnf125<tm1a(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Rnf138,Rnf138<tm1b(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Rnf157,Rnf157<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ropn1l,Ropn1l<tm1b(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Rpia,Rpia<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Rspo4,Rspo4<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Rundc1,Rundc1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Rundc1,Rundc1<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Rwdd1,Rwdd1<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Sap130,Sap130<tm1a(KOMP)Mbp>,heterozygote,4,4.0,807.0,6,6,False,analysed
Scaf11,Scaf11<em1(IMPC)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Selenok,Selenok<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Selenok,Selenok<tm1b(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Selenow,Selenow<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Septin10,Septin10<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Septin10,Septin10<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Serinc3,Serinc3<tm1a(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Setd4,Setd4<tm1a(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Setd5,Setd5<tm1a(EUCOMM)Wtsi>,heterozygote,9,9.0,807.0,6,6,False,analysed
Sfxn3,Sfxn3<tm1b(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Sgsm1,Sgsm1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Sh3bgrl3,Sh3bgrl3<tm2b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Sh3bp4,Sh3bp4<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Sh3pxd2a,Sh3pxd2a<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Sik3,Sik3<tm1a(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Slamf9,Slamf9<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Slc16a4,Slc16a4<tm2e(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Slc20a2,Slc20a2<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Slc20a2,Slc20a2<tm1a(EUCOMM)Wtsi>,homozygote,6,7.0,807.0,6,6,False,analysed
Slc25a20,Slc25a20<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Slc25a28,Slc25a28<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Slc38a2,Slc38a2<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Slitrk4,Slitrk4<tm1b(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Slu7,Slu7<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Slx4ip,Slx4ip<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Smg9,Smg9<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Smpd4,Smpd4<tm2b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Snx31,Snx31<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Snx8,Snx8<tm2a(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Spata25,Spata25<tm1(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Spink14,Spink14<tm1e(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Sqle,Sqle<tm1a(EUCOMM)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Ssr2,Ssr2<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Stard8,Stard8<tm1a(EUCOMM)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Stard8,Stard8<tm1b(EUCOMM)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Stau2,Stau2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Stimate,Stimate<tm2b(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Stxbp4,Stxbp4<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Sult1c1,Sult1c1<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Supt3,Supt3<tm1a(EUCOMM)Hmgu>,heterozygote,4,4.0,807.0,6,6,False,analysed
Supt5,Supt5<tm2a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Tatdn3,Tatdn3<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Tatdn3,Tatdn3<tm1b(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Tbc1d22a,Tbc1d22a<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tceal5,Tceal5<tm1a(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Tceal5,Tceal5<tm1b(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Tchp,Tchp<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tcp11,Tcp11<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Tead3,Tead3<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tent5c,Tent5c<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Tepsin,Tepsin<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tet1,Tet1<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Tex38,Tex38<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tgfb1i1,Tgfb1i1<tm1b(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Tgm6,Tgm6<tm1a(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Timeless,Timeless<tm1b(EUCOMM)Hmgu>,heterozygote,4,4.0,807.0,6,6,False,analysed
Timmdc1,Timmdc1<tm1b(EUCOMM)Wtsi>,heterozygote,5,5.0,807.0,6,6,False,analysed
Tmc3,Tmc3<tm2b(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Tmco2,Tmco2<tm1a(KOMP)Wtsi>,homozygote,2,2.0,807.0,6,6,False,analysed
Tmem127,Tmem127<tm1(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tmem18,Tmem18<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tmem241,Tmem241<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tmem30a,Tmem30a<tm1a(KOMP)Wtsi>,heterozygote,5,5.0,807.0,6,6,False,analysed
Tmem37,Tmem37<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tmem42,Tmem42<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tomm20l,Tomm20l<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Tomm20l,Tomm20l<tm1b(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Trappc10,Trappc10<tm1b(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Trappc9,Trappc9<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Trim21,Trim21<em1(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Trim25,Trim25<tm2b(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Trim29,Trim29<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Trim29,Trim29<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Trim56,Trim56<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Trim65,Trim65<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Trmt2a,Trmt2a<tm2b(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Trub2,Trub2<tm2a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Tsks,Tsks<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tuba3a,Tuba3a<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Tuft1,Tuft1<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ube2d1,Ube2d1<tm3e(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ubxn10,Ubxn10<tm1b(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Uevld,Uevld<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Umodl1,Umodl1<tm1a(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Unk,Unk<tm1a(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Upb1,Upb1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Usp20,Usp20<tm1a(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Usp30,Usp30<tm2b(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Usp37,Usp37<em1(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Usp5,Usp5<tm1a(EUCOMM)Hmgu>,heterozygote,4,4.0,807.0,6,6,False,analysed
Vamp3,Vamp3<tm2b(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Vps13a,Vps13a<tm1b(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Vps72,Vps72<tm1a(EUCOMM)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Vwa3a,Vwa3a<tm1b(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Vxn,Vxn<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Vxn,Vxn<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Wac,Wac<tm2b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Washc2,Washc2<tm2b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Wdr87-ps,Wdr87-ps<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Wdr89,Wdr89<tm1a(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Wfikkn2,Wfikkn2<tm1b(EUCOMM)Wtsi>,homozygote,3,3.0,807.0,6,6,False,analysed
Wnt16,Wnt16<tm2b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Wrap53,Wrap53<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Xkrx,Xkrx<tm1b(EUCOMM)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Xpnpep1,Xpnpep1<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Xpnpep1,Xpnpep1<tm1a(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Yipf7,Yipf7<tm1e(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ypel4,Ypel4<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zbed5,Zbed5<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zc3h14,Zc3h14<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp175,Zfp175<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp182,Zfp182<tm1a(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Zfp182,Zfp182<tm1b(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Zfp239,Zfp239<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp266,Zfp266<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp287,Zfp287<tm1b(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Zfp341,Zfp341<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp365,Zfp365<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp408,Zfp408<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp616,Zfp616<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp719,Zfp719<tm1a(EUCOMM)Wtsi>,homozygote,10,10.0,807.0,6,6,False,analysed
Zfp719,Zfp719<tm1b(EUCOMM)Wtsi>,homozygote,11,11.0,807.0,6,6,False,analysed
Zfp763,Zfp763<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp84,Zfp84<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfp879,Zfp879<tm2b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zfyve28,Zfyve28<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Zkscan17,Zkscan17<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
