gene_symbol,center,background,all_p_value,all_test_statistic,all_n_mutants,all_n_controls,all_mean_mutant_logprob,all_std_mutant_logprob,all_mean_mutant_distance,all_mean_control_logprob,all_std_control_logprob,all_mean_control_distance,male_p_value,male_test_statistic,male_n_mutants,male_n_controls,male_mean_mutant_logprob,male_std_mutant_logprob,male_mean_mutant_distance,male_mean_control_logprob,male_std_control_logprob,male_mean_control_distance,female_p_value,female_test_statistic,female_n_mutants,female_n_controls,female_mean_mutant_logprob,female_std_mutant_logprob,female_mean_mutant_distance,female_mean_control_logprob,female_std_control_logprob,female_mean_control_distance,all_q_value,male_q_value,female_q_value
Ifngr1,UC Davis,involves: C57BL/6NCrl,0.9207682036947624,-0.09951008866141246,4.0,569.0,-6.275515934784261,1.7440765417704593,2.216383926476793,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,0.7682883310781494,-0.2948907534053765,4.0,288.0,-6.6349615517036655,1.5622767294938713,2.327486962623232,-6.24520021634546,2.627918437937932,2.0394148015321036,0.9882073335099024,,0.9710057378007995
Fam53b,HMGU,involves: C57BL/6NTac,0.7015097466806164,-0.3834277138549606,8.0,755.0,-5.9239762218797765,1.1762701247352396,2.2689331575167495,-5.670801903312396,1.8612046351001934,2.109513301708331,0.5208130952395715,-0.6426683873251927,4.0,392.0,-6.365244107499127,0.6587293787129991,2.497716415610654,-5.711830539940009,2.0272060202448934,2.1004645701555638,0.8497269382056258,0.18960132833696117,4.0,363.0,-5.465009572192341,1.3532798440738678,2.050974458857199,-5.621881883819656,1.6441188657967558,2.122178476228498,0.9632007610259813,0.9374253134337447,0.9811519282342103
Prss35,CCP-IMG,involves: C57BL/6NCrl,0.5098819029245846,0.6591012743304884,15.0,2953.0,-6.245660820007694,0.9848029898509517,1.9599231475997796,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.7182593596752953,0.3608547002443188,8.0,1480.0,-6.326028608134452,1.1929412035271278,1.9866313933768012,-6.679860884411158,2.770131851229327,2.054215146449878,0.5477424504506472,0.6012849010192817,7.0,1473.0,-6.155913884613808,0.783343056807355,1.9179682470381512,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9390897024801071,0.9702320141395775,0.9245697231975263
Plcb4,UC Davis,involves: C57BL/6NCrl,6.425032408826989e-12,-7.017501880052422,4.0,569.0,-19.084616213478178,6.555152213387615,5.457611591647378,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,1.664484958411742e-10,,
Ctdsp1,MRC Harwell,involves: C57BL/6NTac,0.31848630977953685,0.9981522219642974,4.0,858.0,-5.480326184664579,0.5427546219676829,1.7587731096314556,-6.390719900461442,1.8216637401321998,2.1169207616045993,,,,,,,,,,,,,,,,,,,,,0.8399723417922411,,
Ocstamp,JAX,involves: C57BL/6NJ,0.06885291123623784,-1.8201534369779426,9.0,2541.0,-8.151590651188911,2.254916862068463,2.6865600315695106,-6.606669678942392,2.541819438173644,2.0318895214245827,0.21009593283237116,-1.2539377642020273,5.0,1264.0,-8.006449466277257,1.7680699592410367,2.6983707564185244,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.1976901784460595,-1.2888302273977614,4.0,1277.0,-8.28168301684961,2.7293755065486938,2.6486767983482196,-6.587651950276289,2.622290138915017,2.0283561980316174,0.35696236551702604,0.7879436692501072,0.7403605803782096
Castor1,UC Davis,involves: C57BL/6NCrl,0.7404276204579532,0.3314481353336525,4.0,569.0,-5.486335889812288,0.6915649389238313,1.9062122683501794,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.9652869525268736,,
Trim13,TCP,involves: C57BL/6NCrl,0.6239365749390429,0.49053665926083106,4.0,588.0,-6.080573101594635,0.5514647076305187,1.960976754347151,-6.623468812049034,2.2092663048105936,2.0647091893471874,,,,,,,,,,,,,,,,,,,,,0.950923203501146,,
Hormad2,CCP-IMG,involves: C57BL/6NCrl,0.08286090058452601,-1.7349086506251454,14.0,2953.0,-7.885811967890947,2.075474556710957,2.606732856506837,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.4920010230719446,-0.6872998819914566,8.0,1480.0,-7.354651115975436,2.2529432465187766,2.3640120256943677,-6.679860884411158,2.770131851229327,2.054215146449878,0.07762058284982677,-1.765891709984507,6.0,1473.0,-8.39377012375514,1.3991158210699144,2.852906251139236,-6.692104669950776,2.3571134528534827,2.071147195314441,0.40979380512794666,0.9364401336049418,0.40697068669570713
Morc3,ICS,involves: C57BL/6N,0.3724480911217798,-0.8921603846199422,11.0,1512.0,-7.307454412321244,2.592378902927466,2.521718285924556,-6.144941845987021,4.313162069043365,1.9696863889586644,0.19731226682552386,-1.2903651287802822,3.0,767.0,-9.70939555996467,2.8151597725967,3.378471594793161,-6.082626672715604,4.858678812987048,1.927026213734294,0.9787361209499523,0.026662356142196947,8.0,745.0,-6.173280488114517,1.917098585066879,2.0547133341753843,-6.203688758804432,3.215387609883727,2.0155067810328844,0.8861084003987642,0.7667355040259861,0.9956406596724904
Phactr3,HMGU,involves: C57BL/6NCrl,0.5846234049395372,-0.5467420305657795,7.0,1804.0,-6.07751309699355,1.9935166986480264,2.3157641863499125,-5.588725036334336,2.360734747761053,2.064343250081512,0.38439768320772305,0.8702369435384557,3.0,920.0,-4.403560474118508,0.3115849406759657,1.6472436793955663,-5.529838430167123,2.239153925287703,2.0671786819100353,0.25001048960614225,-1.1510784922456854,4.0,884.0,-7.071977651105449,1.6352539217839186,2.745768811081529,-5.651403254036331,2.463013193500474,2.06174368792725,0.9488440427299194,0.9100317763797325,0.8027976297584408
Cd209c,CCP-IMG,involves: C57BL/6NCrl,0.8698466546376352,0.16386745758609253,14.0,2953.0,-6.572341582949362,1.678467329239487,2.0650699645576176,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.4396417092820628,0.7730062366245961,7.0,1480.0,-5.869733003758776,0.9738764075469488,1.764142138935524,-6.679860884411158,2.770131851229327,2.054215146449878,0.5497247531699557,-0.5983100373948393,7.0,1473.0,-7.226436276377188,2.0239058107427716,2.3263586416574644,-6.692104669950776,2.3571134528534827,2.071147195314441,0.983976388079432,0.9195436222794765,0.9254672666422151
Fbxw18,CCP-IMG,involves: C57BL/6NCrl,0.8984920800482074,0.12757735242416202,23.0,2953.0,-6.616848420909747,1.0303083493692327,2.1573797666528907,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.9137296376004241,0.10835383559384651,9.0,1480.0,-6.579692470505121,1.1192338332590428,2.138580057845445,-6.679860884411158,2.770131851229327,2.054215146449878,0.8428946051474729,0.19822698810529357,14.0,1473.0,-6.567033318125506,1.0202725255761003,2.1285830623441706,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9861978964932102,0.9880810150976483,0.9804735987836554
Rrp8,JAX,involves: C57BL/6NJ,0.2716149109319156,1.099589564381226,8.0,2541.0,-5.617886934529755,0.97283091030292,1.64299012215512,-6.606669678942392,2.541819438173644,2.0318895214245827,0.42974979607116437,0.7898731032635428,4.0,1264.0,-5.6461366312933885,1.0166579606956498,1.6513263802180083,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.42172664218672584,0.803687797799909,4.0,1277.0,-5.532871549802754,0.9251111393547201,1.6011423730247283,-6.587651950276289,2.622290138915017,2.0283561980316174,0.7942425611399251,0.9190739122138053,0.8962640960945388
Klkb1,HMGU,involves: C57BL/6NTac,0.8248031651480153,-0.22144782404921964,8.0,755.0,-5.817009946419232,1.1527055628498133,2.226939527526767,-5.670801903312396,1.8612046351001934,2.109513301708331,0.17701479531391243,-1.3524258914789675,4.0,392.0,-7.086823498789676,0.6383862466036144,2.774405622556175,-5.711830539940009,2.0272060202448934,2.1004645701555638,0.423470501793638,0.8013152302647888,4.0,363.0,-4.959806735864296,1.0715711055228554,1.833605189664185,-5.621881883819656,1.6441188657967558,2.122178476228498,0.9733096139869777,0.7274143904845652,0.8962640960945388
Stk38,JAX,involves: C57BL/6NJ,0.03239110443798205,-2.1407225492017052,8.0,2541.0,-8.531786521826621,1.0938032371612902,2.9506759531472952,-6.606669678942392,2.541819438173644,2.0318895214245827,0.45563623812933574,-0.7462810012230165,4.0,1264.0,-7.542112717478484,0.782579216290439,2.5985741466089847,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.019022155135155976,-2.348079390564335,4.0,1277.0,-9.669007817365253,0.6282868370202181,3.335835491071214,-6.587651950276289,2.622290138915017,2.0283561980316174,0.19744283514034647,0.9240712469926415,0.13421843623315025
Tex29,JAX,involves: C57BL/6NJ,0.772354173898337,0.2893276881157458,8.0,2541.0,-6.346285074037478,2.075074218862508,1.8882084177481206,-6.606669678942392,2.541819438173644,2.0318895214245827,0.6209096330679148,-0.4946831454182016,4.0,1264.0,-7.232205202579,2.1048773685380024,2.3127493561932537,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.3623608806440717,0.9112015623072183,4.0,1277.0,-5.391754067850911,0.9518613792014354,1.4903298413211807,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9660982424167808,0.9550777719961928,0.8752105899665237
Ubash3a,HMGU,involves: C57BL/6NTac,0.37443718263263304,0.8887141384772604,9.0,755.0,-5.1182852012358175,0.6760529982081988,1.9288606389080785,-5.670801903312396,1.8612046351001934,2.109513301708331,,,,,,,,,,,0.05258243204330233,-1.9434027911339806,7.0,451.0,-9.703875077032626,6.319882081949109,2.8237307979437083,-6.428290782815862,4.379423600317144,2.009841684978383,0.8868812125784366,,0.30632637333944335
Apoc4,HMGU,involves: C57BL/6NTac,0.2254252482620696,1.2132132046798556,7.0,755.0,-4.815750036090631,0.6421652540052668,1.7817864634263538,-5.670801903312396,1.8612046351001934,2.109513301708331,0.23654944088055405,1.1854616544853236,4.0,392.0,-4.506950431404705,0.4062113243754072,1.5903258784568388,-5.711830539940009,2.0272060202448934,2.1004645701555638,0.7336362197716857,0.340553472645434,3.0,363.0,-5.297495619974094,0.68874553210036,2.0591313014723807,-5.621881883819656,1.6441188657967558,2.122178476228498,0.7376811883346773,0.8250661657766185,0.9629136381350356
Epgn,JAX,involves: C57BL/6NJ,0.006117972996660914,-2.7436836677604806,8.0,2541.0,-9.109348279763381,7.772916858405796,2.5592341327498813,-6.606669678942392,2.541819438173644,2.0318895214245827,1.36023900040794e-05,-4.367371765163616,3.0,1264.0,-12.985768365144887,10.866126225390543,3.31949830255421,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.9140879559578108,-0.10790500737551498,5.0,1277.0,-6.71449018203954,2.3362571760915434,2.106122848428201,-6.587651950276289,2.622290138915017,2.0283561980316174,0.04836042540387984,0.00022119201763390374,0.9885822270836775
Rspo4,WTSI,involves: C57BL/6N,0.5498190818205901,0.5982553584835433,4.0,904.0,-5.289883327480396,0.23206223789320918,1.5552051552608863,-6.569100162739253,4.271750744660499,2.010461135556884,0.44946299517612265,0.7569643784642557,4.0,453.0,-5.333554177643101,0.13773024983550206,1.5034800918343958,-6.699122158669603,3.6000842965818887,2.024252302655386,,,,,,,,,,,0.9433297975190501,0.9195436222794765,
Tax1bp3,HMGU,involves: C57BL/6NTac,0.2869945532520625,-1.0654857326812799,7.0,755.0,-6.447090191500825,5.1082662401439105,2.0622546943102744,-5.670801903312396,1.8612046351001934,2.109513301708331,0.005594241631301664,-2.7860336809547244,3.0,392.0,-9.121142983336235,6.8597875452814865,2.7534691674119167,-5.711830539940009,2.0272060202448934,2.1004645701555638,0.15646834403721455,1.4199755573517672,4.0,363.0,-4.450071109861846,0.7419908154193583,1.5708203500358424,-5.621881883819656,1.6441188657967558,2.122178476228498,0.8135931391797723,0.05125688398223099,0.6615931966238551
Cst6,CCP-IMG,involves: C57BL/6NCrl,0.1363154186773315,1.4900574675357543,16.0,2953.0,-5.722569514360643,0.919172041041385,1.684620402236825,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.5091596355784167,0.660306283401053,8.0,1480.0,-6.032517455057212,0.9630021725578892,1.8576345227959254,-6.679860884411158,2.770131851229327,2.054215146449878,0.12715925588313853,1.5262587065633038,8.0,1473.0,-5.419132406510332,0.5398399440371208,1.5347657460388149,-6.692104669950776,2.3571134528534827,2.071147195314441,0.5721796561190269,0.9374253134337447,0.5832553755716502
H13,WTSI,involves: C57BL/6N,0.055054619289432075,-1.9209257733284895,4.0,904.0,-10.71197181588176,8.459926028712353,2.8303527310606893,-6.569100162739253,4.271750744660499,2.010461135556884,,,,,,,,,,,0.06439401466504996,-1.8539647137474315,4.0,451.0,-10.564588769363535,8.518319467311338,2.8395373604585368,-6.428290782815862,4.379423600317144,2.009841684978383,0.3020035030004248,,0.35858627774263113
Arpc1b,WTSI,involves: C57BL/6N,0.622079260000413,0.49307474400692614,4.0,904.0,-5.514685353140217,0.9142374633873371,1.62701654936557,-6.569100162739253,4.271750744660499,2.010461135556884,,,,,,,,,,,,,,,,,,,,,0.950923203501146,,
Arap3,JAX,involves: C57BL/6NJ,0.954526213445114,-0.057029444360547514,8.0,2541.0,-6.65803433675541,2.7436981766576523,1.9939620056496172,-6.606669678942392,2.541819438173644,2.0318895214245827,0.24873678607903305,1.1539540857550945,4.0,1264.0,-5.197080535951459,0.3795418190328135,1.4442508177354436,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.21624415529494606,-1.2371886379672057,4.0,1277.0,-8.215554028874463,3.491240700154562,2.537153654326716,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9922288190077508,0.8365401102410428,0.769318806258553
Spa17,JAX,involves: C57BL/6NJ,0.6703600981702766,-0.42570319941966295,8.0,2541.0,-6.9896499588020164,1.682534408187014,2.312312631885222,-6.606669678942392,2.541819438173644,2.0318895214245827,0.3343460817944941,-0.9657652965296628,4.0,1264.0,-7.813994577251519,1.960872980459668,2.6380142096283317,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.7435907566670925,0.3271727648412326,4.0,1277.0,-6.1582523690942,0.9771913138296511,1.9743764416160179,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9620993521666679,0.8934327330729718,0.9659685929483726
Pla2g2d,JAX,involves: C57BL/6NJ,0.8962620429147437,0.13039775148100094,8.0,2541.0,-6.4893722513708525,1.532082184551582,2.088448807528533,-6.606669678942392,2.541819438173644,2.0318895214245827,0.6913004287517094,-0.397181695516937,4.0,1264.0,-7.111536238094609,1.6525560813240197,2.351779980876806,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.5500166082015472,0.5978938554378551,4.0,1277.0,-5.803029808918678,0.6851624400165575,1.8141626789382335,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9859407536886139,0.9667863625053098,0.9254672666422151
Scart2,UC Davis,involves: C57BL/6NCrl,0.24338850446484295,-1.1677660957427831,4.0,569.0,-8.24274139724164,4.568581439662283,2.6610063383439204,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.7641619862154487,,
Dnaaf1,JAX,involves: C57BL/6NJ,0.02157693950684776,-2.2991509814332214,8.0,2541.0,-8.67932182698712,3.3563747664090253,2.805827508570136,-6.606669678942392,2.541819438173644,2.0318895214245827,0.016987575985355958,-2.3901375272989904,4.0,1264.0,-9.578173253781,3.1776044409490876,3.1257507762298604,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.2785384849355192,-1.0840690664667771,4.0,1277.0,-8.014198937552013,3.5443801985024823,2.555641240635784,-6.587651950276289,2.622290138915017,2.0283561980316174,0.14210353804311257,0.12883434728389706,0.8245805011169283
Sla2,CCP-IMG,involves: C57BL/6NCrl,2.9987949323208154e-07,-5.135330425643683,11.0,2953.0,-10.733691630034022,6.464921221685662,3.2065833889605617,-6.685641539860106,2.5835718438752338,2.0632708109997515,5.5052713272190625e-06,-4.561180535238605,6.0,1480.0,-11.928120112859546,7.99999882786805,3.357349903711494,-6.679860884411158,2.770131851229327,2.054215146449878,0.012738125718549027,-2.494051473939569,5.0,1473.0,-9.332080986482595,3.3740749874711655,3.0409224701704405,-6.692104669950776,2.3571134528534827,2.071147195314441,4.898524135751637e-06,9.60098043056078e-05,0.09498912440447653
Arhgap30,WTSI,involves: C57BL/6N,0.6253530602091709,-0.4884449191668426,3.0,904.0,-7.775222800269339,1.1391760007897005,2.687218914917159,-6.569100162739253,4.271750744660499,2.010461135556884,0.6907548222053657,-0.39808477745447474,3.0,453.0,-7.528569865741868,0.9816841185167748,2.549001155367172,-6.699122158669603,3.6000842965818887,2.024252302655386,,,,,,,,,,,0.9513755942406156,0.9667863625053098,
Crym,JAX,involves: C57BL/6NJ,0.0642523313443242,-1.851228791884038,8.0,2541.0,-8.277618054100067,4.054754294661084,2.571263173646755,-6.606669678942392,2.541819438173644,2.0318895214245827,0.04203791233785299,-2.03520780144948,4.0,1264.0,-9.148588392994732,4.975700271301828,2.814928968434299,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.5143441665925342,-0.6522700730983882,4.0,1277.0,-7.444898886591311,2.6402771137549874,2.3347933793218725,-6.587651950276289,2.622290138915017,2.0283561980316174,0.34062466944489056,0.266240111473069,0.9152849951051016
Mir96,WTSI,involves: C57BL/6N,4.73213916157253e-236,-45.279293301517576,15.0,904.0,-125.9825361627199,71.93082638615519,13.915176643413623,-6.569100162739253,4.271750744660499,2.010461135556884,4.739767673035212e-134,-35.4585534095704,12.0,453.0,-155.27050162569574,86.19424949333315,15.489427430894791,-6.699122158669603,3.6000842965818887,2.024252302655386,8.356122906681367e-82,-23.810147665233465,3.0,451.0,-101.64995156490106,65.55959207780306,12.371589580574364,-6.428290782815862,4.379423600317144,2.009841684978383,1.120840961412465e-233,7.129400541523799e-132,9.186344150312936e-80
Ttc29,JAX,involves: C57BL/6NJ,0.3716193549621428,-0.8936019004035312,8.0,2541.0,-7.410614905479064,1.718373373189742,2.477159243115559,-6.606669678942392,2.541819438173644,2.0318895214245827,0.4455471502510193,-0.7630979506663675,4.0,1264.0,-7.563576131029453,1.872355169063124,2.51189450516352,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.530604731795971,-0.6272539627247071,4.0,1277.0,-7.411154288430159,1.5298594410332342,2.5093105132776587,-6.587651950276289,2.622290138915017,2.0283561980316174,0.8861084003987642,0.9195436222794765,0.919360596942938
